"","event.id","predicted","NOISE","X045","X085","original","correct"
"776","6610","NOISE",0.9356,0.0226,0.0418,"NOISE",TRUE
"777","6611","NOISE",0.7024,0.1134,0.1842,"NOISE",TRUE
"778","6612","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"779","6613","NOISE",0.9919,0.0029,0.0052,"NOISE",TRUE
"780","6614","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"781","6615","NOISE",0.9779,0.0062,0.0159,"NOISE",TRUE
"782","6616","NOISE",0.9489,0.0162,0.0349,"NOISE",TRUE
"783","6617","NOISE",0.7861,0.0876,0.1263,"NOISE",TRUE
"784","6618","NOISE",0.7725,0.092,0.1355,"NOISE",TRUE
"785","6619","NOISE",0.9987,0,0.0013,"NOISE",TRUE
"786","6620","NOISE",0.6949,0.1935,0.1116,"NOISE",TRUE
"787","6621","NOISE",0.866,0.0476,0.0864,"NOISE",TRUE
"788","6622","NOISE",0.9992,1e-04,7e-04,"NOISE",TRUE
"789","6623","NOISE",0.8552,0.0663,0.0785,"NOISE",TRUE
"790","6624","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"791","6625","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"792","6626","NOISE",0.9355,0.0228,0.0417,"NOISE",TRUE
"793","6627","NOISE",0.9355,0.0228,0.0417,"NOISE",TRUE
"794","6628","NOISE",0.9977,4e-04,0.0019,"NOISE",TRUE
"795","6629","NOISE",0.8839,0.0346,0.0815,"NOISE",TRUE
"796","6630","NOISE",0.96,0.0115,0.0285,"NOISE",TRUE
"797","6631","NOISE",0.883,0.0354,0.0816,"NOISE",TRUE
"798","6632","NOISE",0.9979,8e-04,0.0013,"NOISE",TRUE
"799","6633","NOISE",0.935,0.0221,0.0429,"NOISE",TRUE
"800","6634","NOISE",0.9996,3e-04,1e-04,"NOISE",TRUE
"801","6635","NOISE",0.8885,0.0323,0.0792,"NOISE",TRUE
"802","6636","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"803","6637","NOISE",0.8965,0.0305,0.073,"NOISE",TRUE
"804","6638","NOISE",0.5443,0.2799,0.1758,"NOISE",TRUE
"805","6639","NOISE",0.796,0.0988,0.1052,"NOISE",TRUE
"806","6640","NOISE",0.8971,0.0308,0.0721,"NOISE",TRUE
"807","6641","NOISE",0.8646,0.0452,0.0902,"NOISE",TRUE
"808","6642","NOISE",0.8965,0.0314,0.0721,"NOISE",TRUE
"809","6643","NOISE",0.797,0.084,0.119,"NOISE",TRUE
"810","6644","NOISE",0.9899,0.0029,0.0072,"NOISE",TRUE
"811","6645","NOISE",0.8874,0.0337,0.0789,"NOISE",TRUE
"812","6646","NOISE",0.7476,0.1216,0.1308,"NOISE",TRUE
"813","6647","NOISE",0.9898,0.003,0.0072,"NOISE",TRUE
"814","6648","NOISE",0.8356,0.0653,0.0991,"NOISE",TRUE
"815","6649","NOISE",0.8583,0.0524,0.0893,"NOISE",TRUE
"816","6650","NOISE",0.6504,0.171,0.1786,"NOISE",TRUE
"817","6651","NOISE",0.9075,0.0284,0.0641,"NOISE",TRUE
"818","6652","NOISE",0.9783,0.0059,0.0158,"NOISE",TRUE
"819","6653","NOISE",0.9781,0.003,0.0189,"NOISE",TRUE
"820","6654","NOISE",0.9627,0.0108,0.0265,"NOISE",TRUE
"821","6655","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"822","6656","NOISE",0.9855,0.0013,0.0132,"NOISE",TRUE
"823","6657","NOISE",1,0,0,"NOISE",TRUE
"824","6658","NOISE",0.9593,0.0116,0.0291,"NOISE",TRUE
"825","6659","NOISE",0.9929,0.0023,0.0048,"NOISE",TRUE
"826","6660","NOISE",0.9529,0.0137,0.0334,"NOISE",TRUE
"827","6661","NOISE",0.9863,0.0058,0.0079,"NOISE",TRUE
"828","6662","NOISE",0.9286,0.0221,0.0493,"NOISE",TRUE
"829","6663","NOISE",0.9974,0.0012,0.0014,"NOISE",TRUE
"830","6664","NOISE",0.9136,0.0268,0.0596,"NOISE",TRUE
"831","6665","NOISE",0.7996,0.0835,0.1169,"NOISE",TRUE
"832","6666","NOISE",0.6126,0.1763,0.2111,"NOISE",TRUE
"833","6667","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"834","6668","NOISE",0.8172,0.0709,0.1119,"NOISE",TRUE
"835","6669","NOISE",0.7755,0.0925,0.132,"NOISE",TRUE
"836","6670","NOISE",0.9655,0.0097,0.0248,"NOISE",TRUE
"837","6671","NOISE",0.7554,0.0988,0.1458,"NOISE",TRUE
"838","6672","NOISE",0.8098,0.0726,0.1176,"NOISE",TRUE
"839","6673","NOISE",0.8693,0.0558,0.0749,"NOISE",TRUE
"840","6674","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"841","6675","NOISE",1,0,0,"NOISE",TRUE
"842","6676","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"843","6677","NOISE",0.9998,1e-04,1e-04,"NOISE",TRUE
"844","6678","NOISE",0.9922,0.0025,0.0053,"NOISE",TRUE
"845","6679","NOISE",0.6067,0.185,0.2083,"NOISE",TRUE
"846","6680","NOISE",0.9982,6e-04,0.0012,"NOISE",TRUE
"847","6681","NOISE",0.8424,0.0569,0.1007,"NOISE",TRUE
"848","6682","NOISE",0.7451,0.1097,0.1452,"NOISE",TRUE
"849","6683","NOISE",1,0,0,"NOISE",TRUE
"850","6684","NOISE",0.9362,0.0225,0.0413,"NOISE",TRUE
"851","6685","NOISE",1,0,0,"NOISE",TRUE
"852","6686","NOISE",0.9535,0.0139,0.0326,"NOISE",TRUE
"853","6687","NOISE",0.9602,0.0114,0.0284,"NOISE",TRUE
"854","6688","NOISE",0.8802,0.0365,0.0833,"NOISE",TRUE
"855","6689","NOISE",0.9663,0.0094,0.0243,"NOISE",TRUE
"856","6690","NOISE",0.9954,0.0016,0.003,"NOISE",TRUE
"857","6691","NOISE",0.9979,8e-04,0.0013,"NOISE",TRUE
"858","6692","NOISE",0.9586,0.0119,0.0295,"NOISE",TRUE
"859","6693","NOISE",0.961,0.0112,0.0278,"NOISE",TRUE
"860","6694","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"861","6695","NOISE",0.9591,0.0117,0.0292,"NOISE",TRUE
"862","6696","NOISE",0.9608,0.0111,0.0281,"NOISE",TRUE
"863","6697","NOISE",0.9817,0.0049,0.0134,"NOISE",TRUE
"864","6698","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"865","6699","NOISE",0.9895,0.0033,0.0072,"NOISE",TRUE
"866","6700","NOISE",1,0,0,"NOISE",TRUE
"867","6701","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"868","6702","NOISE",0.9701,0.0089,0.021,"NOISE",TRUE
"869","6703","NOISE",0.9547,0.0136,0.0317,"NOISE",TRUE
"870","6704","NOISE",0.9497,0.016,0.0343,"NOISE",TRUE
"871","6705","NOISE",0.9708,0.0085,0.0207,"NOISE",TRUE
"872","6706","NOISE",0.9611,0.0111,0.0278,"NOISE",TRUE
"873","6707","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"874","6708","NOISE",0.9811,0.005,0.0139,"NOISE",TRUE
"875","6709","NOISE",1,0,0,"NOISE",TRUE
"876","6710","NOISE",1,0,0,"NOISE",TRUE
"877","6711","NOISE",1,0,0,"NOISE",TRUE
"878","6712","NOISE",1,0,0,"NOISE",TRUE
"879","6713","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"880","6714","NOISE",1,0,0,"NOISE",TRUE
"881","6715","NOISE",1,0,0,"NOISE",TRUE
"882","6716","NOISE",0.9717,0.0082,0.0201,"NOISE",TRUE
"883","6717","NOISE",1,0,0,"NOISE",TRUE
"884","6718","NOISE",1,0,0,"NOISE",TRUE
"885","6719","NOISE",1,0,0,"NOISE",TRUE
"886","6720","NOISE",0.9604,0.0114,0.0282,"NOISE",TRUE
"887","6721","NOISE",0.9816,0.0049,0.0135,"NOISE",TRUE
"888","6722","NOISE",0.9751,0.0077,0.0172,"NOISE",TRUE
"889","6723","NOISE",0.9808,0.0051,0.0141,"NOISE",TRUE
"890","6724","NOISE",1,0,0,"NOISE",TRUE
"891","6725","NOISE",0.9998,0,2e-04,"NOISE",TRUE
"892","6726","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"893","6727","NOISE",0.9996,3e-04,1e-04,"NOISE",TRUE
"894","6728","NOISE",0.9802,0.0055,0.0143,"NOISE",TRUE
"895","6729","NOISE",0.8174,0.0702,0.1124,"NOISE",TRUE
"896","6730","NOISE",0.9434,0.0183,0.0383,"NOISE",TRUE
"897","6731","NOISE",0.7559,0.0983,0.1458,"NOISE",TRUE
"898","6732","NOISE",0.6723,0.1617,0.166,"NOISE",TRUE
"899","6733","NOISE",0.7606,0.1016,0.1378,"NOISE",TRUE
"900","6734","NOISE",0.8394,0.0596,0.101,"NOISE",TRUE
"901","6735","NOISE",0.7454,0.1031,0.1515,"NOISE",TRUE
"902","6736","NOISE",0.9181,0.0244,0.0575,"NOISE",TRUE
"903","6737","NOISE",0.9136,0.0267,0.0597,"NOISE",TRUE
"904","6738","NOISE",0.9604,0.0113,0.0283,"NOISE",TRUE
"905","6739","NOISE",0.9395,0.0173,0.0432,"NOISE",TRUE
"906","6740","NOISE",0.7929,0.0844,0.1227,"NOISE",TRUE
"907","6741","NOISE",0.8901,0.0329,0.077,"NOISE",TRUE
"908","6742","NOISE",0.9656,0.0096,0.0248,"NOISE",TRUE
"909","6743","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"910","6744","NOISE",1,0,0,"NOISE",TRUE
"911","6745","NOISE",1,0,0,"NOISE",TRUE
"912","6746","NOISE",0.9987,4e-04,9e-04,"NOISE",TRUE
"913","6747","NOISE",0.8223,0.0757,0.102,"NOISE",TRUE
"914","6748","NOISE",0.9338,0.0204,0.0458,"NOISE",TRUE
"915","6749","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"916","6750","NOISE",0.9691,0.0088,0.0221,"NOISE",TRUE
"917","6751","NOISE",1,0,0,"NOISE",TRUE
"918","6752","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"919","6753","NOISE",0.9419,0.0186,0.0395,"NOISE",TRUE
"920","6754","NOISE",0.9944,0.0021,0.0035,"NOISE",TRUE
"921","6755","NOISE",1,0,0,"NOISE",TRUE
"922","6756","NOISE",0.9416,0.0186,0.0398,"NOISE",TRUE
"923","6757","NOISE",0.9408,0.0187,0.0405,"NOISE",TRUE
"924","6758","NOISE",0.9608,0.0111,0.0281,"NOISE",TRUE
"925","6759","NOISE",0.9971,9e-04,0.002,"NOISE",TRUE
"926","6760","NOISE",0.9415,0.0186,0.0399,"NOISE",TRUE
"927","6761","NOISE",0.9766,0.0071,0.0163,"NOISE",TRUE
"928","6762","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"929","6763","NOISE",1,0,0,"NOISE",TRUE
"930","6764","NOISE",1,0,0,"NOISE",TRUE
"931","6765","NOISE",0.9549,0.0134,0.0317,"NOISE",TRUE
"932","6766","NOISE",0.961,0.0111,0.0279,"NOISE",TRUE
"933","6767","NOISE",1,0,0,"NOISE",TRUE
"934","6768","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"935","6769","NOISE",0.9923,0.0025,0.0052,"NOISE",TRUE
"936","6770","NOISE",0.9953,0.0016,0.0031,"NOISE",TRUE
"937","6771","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"938","6772","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"939","6773","NOISE",0.9588,0.012,0.0292,"NOISE",TRUE
"940","6774","NOISE",0.9808,0.0051,0.0141,"NOISE",TRUE
"941","6775","NOISE",0.9977,9e-04,0.0014,"NOISE",TRUE
"942","6776","NOISE",0.999,4e-04,6e-04,"NOISE",TRUE
"943","6777","NOISE",0.9629,0.0108,0.0263,"NOISE",TRUE
"944","6778","NOISE",0.9816,0.0049,0.0135,"NOISE",TRUE
"945","6779","NOISE",0.9593,0.0116,0.0291,"NOISE",TRUE
"946","6780","NOISE",0.989,0.0045,0.0065,"NOISE",TRUE
"947","6781","NOISE",0.9515,0.0151,0.0334,"NOISE",TRUE
"948","6782","NOISE",1,0,0,"NOISE",TRUE
"949","6783","NOISE",1,0,0,"NOISE",TRUE
"950","6784","NOISE",0.9919,0.0029,0.0052,"NOISE",TRUE
"951","6785","NOISE",0.9953,0.0016,0.0031,"NOISE",TRUE
"952","6786","NOISE",0.9809,0.005,0.0141,"NOISE",TRUE
"953","6787","NOISE",0.9419,0.0182,0.0399,"NOISE",TRUE
"954","6788","NOISE",0.9851,0.0042,0.0107,"NOISE",TRUE
"955","6789","NOISE",0.961,0.011,0.028,"NOISE",TRUE
"956","6790","NOISE",0.9609,0.011,0.0281,"NOISE",TRUE
"957","6791","NOISE",0.9982,6e-04,0.0012,"NOISE",TRUE
"958","6792","NOISE",0.8797,0.0475,0.0728,"NOISE",TRUE
"959","6793","NOISE",0.9656,0.0096,0.0248,"NOISE",TRUE
"960","6794","NOISE",0.9606,0.0112,0.0282,"NOISE",TRUE
"961","6795","NOISE",0.9541,0.0137,0.0322,"NOISE",TRUE
"962","6796","NOISE",0.9226,0.0321,0.0453,"NOISE",TRUE
"963","6797","NOISE",0.9288,0.022,0.0492,"NOISE",TRUE
"964","6798","NOISE",0.9707,0.0085,0.0208,"NOISE",TRUE
"965","6799","NOISE",0.8953,0.0372,0.0675,"NOISE",TRUE
"966","6800","NOISE",0.9895,0.0033,0.0072,"NOISE",TRUE
"967","6801","NOISE",0.9767,0.0071,0.0162,"NOISE",TRUE
"968","6802","NOISE",0.8274,0.0684,0.1042,"NOISE",TRUE
"969","6803","NOISE",0.8899,0.0331,0.077,"NOISE",TRUE
"970","6804","NOISE",0.9435,0.0183,0.0382,"NOISE",TRUE
"971","6805","NOISE",0.895,0.0319,0.0731,"NOISE",TRUE
"972","6806","NOISE",1,0,0,"NOISE",TRUE
"973","6807","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"974","6808","NOISE",0.8187,0.07,0.1113,"NOISE",TRUE
"975","6809","NOISE",0.805,0.0818,0.1132,"NOISE",TRUE
"976","6810","NOISE",0.9607,0.011,0.0283,"NOISE",TRUE
"977","6811","NOISE",0.6879,0.1081,0.204,"NOISE",TRUE
"978","6812","NOISE",1,0,0,"NOISE",TRUE
"979","6813","NOISE",0.9591,0.0115,0.0294,"NOISE",TRUE
"980","6814","NOISE",0.9414,0.0186,0.04,"NOISE",TRUE
"981","6815","NOISE",1,0,0,"NOISE",TRUE
"982","6816","NOISE",0.9765,0.0072,0.0163,"NOISE",TRUE
"983","6817","NOISE",0.9991,0,9e-04,"NOISE",TRUE
"984","6818","NOISE",0.7354,0.1157,0.1489,"NOISE",TRUE
"985","6819","NOISE",0.9978,8e-04,0.0014,"NOISE",TRUE
"986","6820","NOISE",0.9563,0.013,0.0307,"NOISE",TRUE
"987","6821","NOISE",0.9655,0.0097,0.0248,"NOISE",TRUE
"988","6822","NOISE",0.8568,0.0531,0.0901,"NOISE",TRUE
"989","6823","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"990","6824","NOISE",0.976,0.0076,0.0164,"NOISE",TRUE
"991","6825","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"992","6826","NOISE",1,0,0,"NOISE",TRUE
"993","6827","NOISE",0.9594,0.0114,0.0292,"NOISE",TRUE
"994","6828","NOISE",0.9586,0.0119,0.0295,"NOISE",TRUE
"995","6829","NOISE",0.6391,0.1757,0.1852,"NOISE",TRUE
"996","6830","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"997","6831","NOISE",0.7106,0.1054,0.184,"NOISE",TRUE
"998","6832","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"999","6833","NOISE",0.5533,0.1357,0.311,"NOISE",TRUE
"1000","6834","NOISE",0.5783,0.0979,0.3238,"NOISE",TRUE
"1001","6835","NOISE",0.9465,0.0168,0.0367,"NOISE",TRUE
"1002","6836","NOISE",1,0,0,"NOISE",TRUE
"1003","6837","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1004","6838","NOISE",1,0,0,"NOISE",TRUE
"1005","6839","NOISE",0.7901,0.0863,0.1236,"NOISE",TRUE
"1006","6840","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"1007","6841","NOISE",1,0,0,"NOISE",TRUE
"1008","6842","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1009","6843","NOISE",0.9952,0.0017,0.0031,"NOISE",TRUE
"1010","6844","NOISE",0.7185,0.1208,0.1607,"NOISE",TRUE
"1011","6845","NOISE",0.7686,0.094,0.1374,"NOISE",TRUE
"1012","6846","NOISE",0.9368,0.0225,0.0407,"NOISE",TRUE
"1013","6847","NOISE",0.9987,0,0.0013,"NOISE",TRUE
"1014","6848","NOISE",0.8337,0.0656,0.1007,"NOISE",TRUE
"1015","6849","NOISE",0.9605,0.0113,0.0282,"NOISE",TRUE
"1016","6850","NOISE",0.9492,0.0164,0.0344,"NOISE",TRUE
"1017","6851","NOISE",0.9508,0.0156,0.0336,"NOISE",TRUE
"1018","6852","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1019","6853","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1020","6854","NOISE",0.9989,4e-04,7e-04,"NOISE",TRUE
"1021","6855","NOISE",0.9899,0.0029,0.0072,"NOISE",TRUE
"1022","6856","NOISE",0.9793,0.0058,0.0149,"NOISE",TRUE
"1023","6857","NOISE",0.9982,6e-04,0.0012,"NOISE",TRUE
"1024","6858","NOISE",0.961,0.0111,0.0279,"NOISE",TRUE
"1025","6859","NOISE",1,0,0,"NOISE",TRUE
"1026","6860","NOISE",1,0,0,"NOISE",TRUE
"1027","6861","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1028","6862","NOISE",0.9769,0.007,0.0161,"NOISE",TRUE
"1029","6863","NOISE",1,0,0,"NOISE",TRUE
"1030","6864","NOISE",0.9981,0,0.0019,"NOISE",TRUE
"1031","6865","NOISE",0.9656,0.0096,0.0248,"NOISE",TRUE
"1032","6866","NOISE",0.9333,0.0206,0.0461,"NOISE",TRUE
"1033","6867","NOISE",0.9513,0.0152,0.0335,"NOISE",TRUE
"1034","6868","NOISE",0.9095,0.028,0.0625,"NOISE",TRUE
"1035","6869","NOISE",0.8682,0.0488,0.083,"NOISE",TRUE
"1036","6870","NOISE",0.9541,0.0137,0.0322,"NOISE",TRUE
"1037","6871","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1038","6872","NOISE",0.8477,0.0621,0.0902,"NOISE",TRUE
"1039","6873","NOISE",0.7857,0.0887,0.1256,"NOISE",TRUE
"1040","6874","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"1041","6875","NOISE",0.9998,1e-04,1e-04,"NOISE",TRUE
"1042","6876","NOISE",0.9312,0.0226,0.0462,"NOISE",TRUE
"1043","6877","NOISE",0.9987,4e-04,9e-04,"NOISE",TRUE
"1044","6878","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1045","6879","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1046","6880","NOISE",1,0,0,"NOISE",TRUE
"1047","6881","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1048","6882","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1049","6883","NOISE",0.9998,0,2e-04,"NOISE",TRUE
"1050","6884","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1051","6885","NOISE",1,0,0,"NOISE",TRUE
"1052","6886","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1053","6887","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"1054","6888","NOISE",0.9919,0.0029,0.0052,"NOISE",TRUE
"1055","6889","NOISE",0.9974,0.0012,0.0014,"NOISE",TRUE
"1056","6890","NOISE",0.9788,0.0062,0.015,"NOISE",TRUE
"1057","6891","NOISE",0.9351,0.0224,0.0425,"NOISE",TRUE
"1058","6892","NOISE",0.9993,6e-04,1e-04,"NOISE",TRUE
"1059","6893","NOISE",0.9998,2e-04,0,"NOISE",TRUE
"1060","6894","NOISE",1,0,0,"NOISE",TRUE
"1061","6895","NOISE",1,0,0,"NOISE",TRUE
"1062","6896","NOISE",0.9485,0.0151,0.0364,"NOISE",TRUE
"1063","6897","NOISE",0.9788,0.0062,0.015,"NOISE",TRUE
"1064","6898","NOISE",0.9604,0.0114,0.0282,"NOISE",TRUE
"1065","6899","NOISE",0.9992,7e-04,1e-04,"NOISE",TRUE
"1066","6900","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"1067","6901","NOISE",0.91,0.0281,0.0619,"NOISE",TRUE
"1068","6902","NOISE",0.9981,7e-04,0.0012,"NOISE",TRUE
"1069","6903","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"1070","6904","NOISE",0.8478,0.0609,0.0913,"NOISE",TRUE
"1071","6905","NOISE",0.9655,0.0095,0.025,"NOISE",TRUE
"1072","6906","NOISE",1,0,0,"NOISE",TRUE
"1073","6907","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1074","6908","NOISE",0.9811,0.0049,0.014,"NOISE",TRUE
"1075","6909","NOISE",0.9436,0.0178,0.0386,"NOISE",TRUE
"1076","6910","NOISE",0.9702,0.0085,0.0213,"NOISE",TRUE
"1077","6911","NOISE",0.8989,0.0297,0.0714,"NOISE",TRUE
"1078","6912","NOISE",1,0,0,"NOISE",TRUE
"1079","6913","NOISE",1,0,0,"NOISE",TRUE
"1080","6914","NOISE",0.961,0.011,0.028,"NOISE",TRUE
"1081","6915","NOISE",1,0,0,"NOISE",TRUE
"1082","6916","NOISE",0.9633,0.0103,0.0264,"NOISE",TRUE
"1083","6917","NOISE",0.9619,0.0107,0.0274,"NOISE",TRUE
"1084","6918","NOISE",0.9793,0.0058,0.0149,"NOISE",TRUE
"1085","6919","NOISE",0.9845,0.0042,0.0113,"NOISE",TRUE
"1086","6920","NOISE",1,0,0,"NOISE",TRUE
"1087","6921","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"1088","6922","NOISE",0.936,0.0227,0.0413,"NOISE",TRUE
"1089","6923","NOISE",0.9992,4e-04,4e-04,"NOISE",TRUE
"1090","6924","NOISE",0.9939,0.0025,0.0036,"NOISE",TRUE
"1091","6925","NOISE",0.9815,0.005,0.0135,"NOISE",TRUE
"1092","6926","NOISE",0.9765,0.0072,0.0163,"NOISE",TRUE
"1093","6927","NOISE",1,0,0,"NOISE",TRUE
"1094","6928","NOISE",1,0,0,"NOISE",TRUE
"1095","6929","NOISE",0.9982,6e-04,0.0012,"NOISE",TRUE
"1096","6930","NOISE",0.9811,0.005,0.0139,"NOISE",TRUE
"1097","6931","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1098","6932","NOISE",0.9491,0.0159,0.035,"NOISE",TRUE
"1099","6933","NOISE",0.9604,0.0112,0.0284,"NOISE",TRUE
"1100","6934","NOISE",0.9811,0.0049,0.014,"NOISE",TRUE
"1101","6935","NOISE",0.9706,0.0084,0.021,"NOISE",TRUE
"1102","6936","NOISE",0.9746,0.0076,0.0178,"NOISE",TRUE
"1103","6937","NOISE",0.9604,0.011,0.0286,"NOISE",TRUE
"1104","6938","NOISE",0.9698,0.0086,0.0216,"NOISE",TRUE
"1105","6939","NOISE",0.9976,8e-04,0.0016,"NOISE",TRUE
"1106","6940","NOISE",1,0,0,"NOISE",TRUE
"1107","6941","NOISE",1,0,0,"NOISE",TRUE
"1108","6942","NOISE",1,0,0,"NOISE",TRUE
"1109","6943","NOISE",0.9603,0.011,0.0287,"NOISE",TRUE
"1110","6944","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"1111","6945","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1112","6946","NOISE",0.7796,0.0913,0.1291,"NOISE",TRUE
"1113","6947","NOISE",0.97,0.0087,0.0213,"NOISE",TRUE
"1114","6948","NOISE",0.8284,0.075,0.0966,"NOISE",TRUE
"1115","6949","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1116","6950","NOISE",0.9845,0.0042,0.0113,"NOISE",TRUE
"1117","6951","NOISE",0.975,0.0077,0.0173,"NOISE",TRUE
"1118","6952","NOISE",0.9851,0.0042,0.0107,"NOISE",TRUE
"1119","6953","NOISE",0.9924,0.0025,0.0051,"NOISE",TRUE
"1120","6954","NOISE",0.9978,8e-04,0.0014,"NOISE",TRUE
"1121","6955","NOISE",0.9488,0.0163,0.0349,"NOISE",TRUE
"1122","6956","NOISE",0.9608,0.0111,0.0281,"NOISE",TRUE
"1123","6957","NOISE",0.9765,0.0072,0.0163,"NOISE",TRUE
"1124","6958","NOISE",0.9793,0.0058,0.0149,"NOISE",TRUE
"1125","6959","NOISE",0.9814,0.005,0.0136,"NOISE",TRUE
"1126","6960","NOISE",0.97,0.0087,0.0213,"NOISE",TRUE
"1127","6961","NOISE",0.9782,0.0065,0.0153,"NOISE",TRUE
"1128","6962","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1129","6963","NOISE",0.9806,0.0054,0.014,"NOISE",TRUE
"1130","6964","NOISE",0.9602,0.0114,0.0284,"NOISE",TRUE
"1131","6965","NOISE",0.9952,0.0017,0.0031,"NOISE",TRUE
"1132","6966","NOISE",0.9977,4e-04,0.0019,"NOISE",TRUE
"1133","6967","NOISE",0.9922,0.0026,0.0052,"NOISE",TRUE
"1134","6968","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"1135","6969","NOISE",0.9952,0.0017,0.0031,"NOISE",TRUE
"1136","6970","NOISE",0.9538,0.0142,0.032,"NOISE",TRUE
"1137","6971","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"1138","6972","NOISE",1,0,0,"NOISE",TRUE
"1139","6973","NOISE",1,0,0,"NOISE",TRUE
"1140","6974","NOISE",0.9766,0.007,0.0164,"NOISE",TRUE
"1141","6975","NOISE",0.9414,0.0182,0.0404,"NOISE",TRUE
"1142","6976","NOISE",1,0,0,"NOISE",TRUE
"1143","6977","NOISE",1,0,0,"NOISE",TRUE
"1144","6978","NOISE",0.9701,0.0085,0.0214,"NOISE",TRUE
"1145","6979","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"1146","6980","NOISE",0.9767,0.0071,0.0162,"NOISE",TRUE
"1147","6981","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1148","6982","NOISE",1,0,0,"NOISE",TRUE
"1149","6983","NOISE",1,0,0,"NOISE",TRUE
"1150","6984","NOISE",0.9987,4e-04,9e-04,"NOISE",TRUE
"1151","6985","NOISE",0.9812,0.0049,0.0139,"NOISE",TRUE
"1152","6986","NOISE",1,0,0,"NOISE",TRUE
"1153","6987","NOISE",1,0,0,"NOISE",TRUE
"1154","6988","NOISE",0.9794,0.0058,0.0148,"NOISE",TRUE
"1155","6989","NOISE",0.9987,4e-04,9e-04,"NOISE",TRUE
"1156","6990","NOISE",0.961,0.0113,0.0277,"NOISE",TRUE
"1157","6998","NOISE",0.9964,5e-04,0.0031,"NOISE",TRUE
"1158","6999","NOISE",0.6409,0.1525,0.2066,"NOISE",TRUE
"1159","7000","NOISE",0.9597,0.0114,0.0289,"NOISE",TRUE
"1160","7001","NOISE",0.9433,0.0179,0.0388,"NOISE",TRUE
"1161","7002","NOISE",0.981,0.005,0.014,"NOISE",TRUE
"1162","7003","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1163","7004","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"1164","7005","NOISE",0.9992,1e-04,7e-04,"NOISE",TRUE
"1165","7006","NOISE",0.9654,0.0097,0.0249,"NOISE",TRUE
"1166","7007","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"1167","7008","NOISE",0.6293,0.1608,0.2099,"NOISE",TRUE
"1168","7009","NOISE",0.9971,9e-04,0.002,"NOISE",TRUE
