"","event.id","predicted","NOISE","X045","X085","original","correct"
"390","5895","NOISE",0.7008,0.0462,0.253,"NOISE",TRUE
"391","5896","NOISE",0.8399,0.0052,0.1549,"NOISE",TRUE
"392","5897","NOISE",0.953,0.0097,0.0373,"NOISE",TRUE
"393","5898","NOISE",0.9654,0.0071,0.0275,"NOISE",TRUE
"394","5899","NOISE",0.5755,0.0258,0.3987,"NOISE",TRUE
"395","5900","NOISE",0.6405,0.0417,0.3178,"NOISE",TRUE
"396","5901","NOISE",0.9772,0.005,0.0178,"NOISE",TRUE
"397","5902","NOISE",0.9246,0.0128,0.0626,"NOISE",TRUE
"398","5931","NOISE",0.5443,0.0426,0.4131,"NOISE",TRUE
"399","5932","NOISE",0.9274,0.0156,0.057,"NOISE",TRUE
"400","5937","NOISE",0.8269,0.1037,0.0694,"NOISE",TRUE
"401","5944","NOISE",0.9359,0.0224,0.0417,"NOISE",TRUE
"402","5960","NOISE",0.9297,0.0217,0.0486,"NOISE",TRUE
"403","5971","NOISE",0.9879,0.0013,0.0108,"NOISE",TRUE
"404","5972","NOISE",0.9153,0.0231,0.0616,"NOISE",TRUE
"405","5973","NOISE",0.9996,3e-04,1e-04,"NOISE",TRUE
"406","5976","NOISE",0.8133,0.0426,0.1441,"NOISE",TRUE
"407","6006","NOISE",0.8771,0.0035,0.1194,"NOISE",TRUE
"408","6007","NOISE",0.9878,0.0024,0.0098,"NOISE",TRUE
"409","6008","NOISE",0.9637,0.0096,0.0267,"NOISE",TRUE
"410","6020","NOISE",0.6951,0.0467,0.2582,"NOISE",TRUE
"411","6021","NOISE",0.9858,0.0025,0.0117,"NOISE",TRUE
"412","6022","NOISE",0.9764,0.0058,0.0178,"NOISE",TRUE
"413","6023","NOISE",0.98,0.0036,0.0164,"NOISE",TRUE
"414","6035","NOISE",0.9793,0.0042,0.0165,"NOISE",TRUE
"415","6036","NOISE",0.9802,0.0041,0.0157,"NOISE",TRUE
"416","6037","NOISE",0.9823,0.0038,0.0139,"NOISE",TRUE
"417","6038","NOISE",0.8524,0.0042,0.1434,"NOISE",TRUE
"418","6039","NOISE",0.8384,0.0045,0.1571,"NOISE",TRUE
"419","6040","NOISE",0.9751,0.0048,0.0201,"NOISE",TRUE
"420","6042","NOISE",0.8492,0.0062,0.1446,"NOISE",TRUE
"421","6043","NOISE",0.9287,0.0071,0.0642,"NOISE",TRUE
"422","6044","NOISE",0.9402,0.0121,0.0477,"NOISE",TRUE
"423","6048","X085",0.3109,0.0563,0.6328,"NOISE",FALSE
"424","6049","NOISE",0.9824,0.0042,0.0134,"NOISE",TRUE
"425","6050","X085",0.4355,0.0762,0.4883,"NOISE",FALSE
"426","6051","NOISE",0.5485,0.0767,0.3748,"NOISE",TRUE
"427","6052","NOISE",0.9978,4e-04,0.0018,"NOISE",TRUE
"428","6053","NOISE",0.9973,9e-04,0.0018,"NOISE",TRUE
"429","6059","NOISE",0.5238,0.2764,0.1998,"NOISE",TRUE
"430","6067","NOISE",0.8423,0.0086,0.1491,"NOISE",TRUE
"431","6082","NOISE",0.9355,0.0239,0.0406,"NOISE",TRUE
"432","6083","NOISE",0.9865,0.0029,0.0106,"NOISE",TRUE
"433","6094","NOISE",0.998,4e-04,0.0016,"NOISE",TRUE
"434","6126","NOISE",0.9617,0.0109,0.0274,"NOISE",TRUE
"435","6127","NOISE",0.9743,0.0053,0.0204,"NOISE",TRUE
"436","6128","NOISE",0.9813,0.0043,0.0144,"NOISE",TRUE
"437","6131","NOISE",0.9214,0.0435,0.0351,"NOISE",TRUE
"438","6132","NOISE",0.938,0.0234,0.0386,"NOISE",TRUE
"439","6135","NOISE",0.9834,0.0033,0.0133,"NOISE",TRUE
"440","6136","NOISE",0.9895,0.0013,0.0092,"NOISE",TRUE
"441","6137","NOISE",0.9882,0.0029,0.0089,"NOISE",TRUE
"442","6138","NOISE",0.8541,0.0634,0.0825,"NOISE",TRUE
"443","6139","NOISE",0.9989,1e-04,0.001,"NOISE",TRUE
"444","6140","NOISE",0.9609,0.0111,0.028,"NOISE",TRUE
"445","6141","NOISE",0.8541,0.0599,0.086,"NOISE",TRUE
"446","6142","NOISE",0.9973,9e-04,0.0018,"NOISE",TRUE
"447","6143","NOISE",0.9982,0,0.0018,"NOISE",TRUE
"448","6144","NOISE",0.8432,0.0031,0.1537,"NOISE",TRUE
"449","6145","NOISE",0.9006,0.008,0.0914,"NOISE",TRUE
"450","6146","NOISE",0.9767,0.0066,0.0167,"NOISE",TRUE
"451","6147","NOISE",0.8841,0,0.1159,"NOISE",TRUE
"452","6148","NOISE",0.9638,0.0188,0.0174,"NOISE",TRUE
"453","6149","NOISE",1,0,0,"NOISE",TRUE
"454","6150","NOISE",0.8274,0.0222,0.1504,"NOISE",TRUE
"455","6151","NOISE",0.9694,0.0051,0.0255,"NOISE",TRUE
"456","6152","NOISE",0.9769,0.0047,0.0184,"NOISE",TRUE
"457","6153","NOISE",0.9695,0.0048,0.0257,"NOISE",TRUE
"458","6154","NOISE",0.9723,0.0046,0.0231,"NOISE",TRUE
"459","6155","NOISE",0.9747,0.0042,0.0211,"NOISE",TRUE
"460","6156","NOISE",0.9625,0.0066,0.0309,"NOISE",TRUE
"461","6157","NOISE",0.6129,0.073,0.3141,"NOISE",TRUE
"462","6163","NOISE",0.9615,0.0083,0.0302,"NOISE",TRUE
"463","6171","NOISE",0.9171,0.02,0.0629,"NOISE",TRUE
"464","6173","NOISE",0.9943,0.001,0.0047,"NOISE",TRUE
"465","6174","NOISE",0.881,0.0102,0.1088,"NOISE",TRUE
"466","6175","NOISE",0.7331,0.0415,0.2254,"NOISE",TRUE
"467","6176","X085",0.3946,0.032,0.5734,"NOISE",FALSE
"468","6177","NOISE",0.7449,0.04,0.2151,"NOISE",TRUE
"469","6180","NOISE",0.5841,0.0545,0.3614,"NOISE",TRUE
"470","6181","NOISE",0.7117,0.0989,0.1894,"NOISE",TRUE
"471","6182","NOISE",0.9662,0.0071,0.0267,"NOISE",TRUE
"472","6183","NOISE",0.9769,0.0057,0.0174,"NOISE",TRUE
"473","6184","NOISE",0.9282,0.0019,0.0699,"NOISE",TRUE
"474","6185","NOISE",0.6902,0.0509,0.2589,"NOISE",TRUE
"475","6186","NOISE",0.6922,0.0632,0.2446,"NOISE",TRUE
"476","6188","NOISE",0.8645,0.0126,0.1229,"NOISE",TRUE
"477","6189","NOISE",0.8252,0.0112,0.1636,"NOISE",TRUE
"478","6190","NOISE",0.8192,0.0095,0.1713,"NOISE",TRUE
"479","6191","NOISE",0.8525,0.0047,0.1428,"NOISE",TRUE
"480","6192","NOISE",0.8386,0.0091,0.1523,"NOISE",TRUE
"481","6193","NOISE",0.9542,0.0125,0.0333,"NOISE",TRUE
"482","6194","NOISE",0.9586,0.0047,0.0367,"NOISE",TRUE
"483","6195","NOISE",0.8533,0.0268,0.1199,"NOISE",TRUE
"484","6196","NOISE",0.8892,0.002,0.1088,"NOISE",TRUE
"485","6197","NOISE",0.9804,0.0034,0.0162,"NOISE",TRUE
"486","6198","NOISE",0.9747,0.0042,0.0211,"NOISE",TRUE
"487","6199","NOISE",0.9799,0.0035,0.0166,"NOISE",TRUE
"488","6200","NOISE",0.9281,0.0151,0.0568,"NOISE",TRUE
"489","6201","NOISE",0.8247,0.0099,0.1654,"NOISE",TRUE
"490","6202","NOISE",0.942,0.0125,0.0455,"NOISE",TRUE
"491","6203","NOISE",0.6288,0.0517,0.3195,"NOISE",TRUE
"492","6204","NOISE",0.8885,0.0092,0.1023,"NOISE",TRUE
"493","6205","NOISE",0.806,0.013,0.181,"NOISE",TRUE
"494","6206","NOISE",0.9803,0.0035,0.0162,"NOISE",TRUE
"495","6207","NOISE",0.9609,0.0082,0.0309,"NOISE",TRUE
"496","6208","NOISE",0.9794,0.0051,0.0155,"NOISE",TRUE
"497","6214","NOISE",0.8845,0.0084,0.1071,"NOISE",TRUE
"498","6216","NOISE",0.9837,0.0036,0.0127,"NOISE",TRUE
"499","6217","NOISE",0.9888,0.0028,0.0084,"NOISE",TRUE
"500","6218","NOISE",0.9965,8e-04,0.0027,"NOISE",TRUE
"501","6220","NOISE",0.8155,0.066,0.1185,"NOISE",TRUE
"502","6222","NOISE",0.9357,0.0216,0.0427,"NOISE",TRUE
"503","6223","NOISE",0.935,0.0199,0.0451,"NOISE",TRUE
"504","6227","X085",0.452,0.0242,0.5238,"NOISE",FALSE
"505","6228","NOISE",0.7944,0.0139,0.1917,"NOISE",TRUE
"506","6229","NOISE",0.8166,0.0106,0.1728,"NOISE",TRUE
"507","6235","NOISE",0.9308,0.0013,0.0679,"NOISE",TRUE
"508","6236","NOISE",0.9978,2e-04,0.002,"NOISE",TRUE
"509","6237","NOISE",0.9308,0.0013,0.0679,"NOISE",TRUE
"510","6238","NOISE",0.9517,0.0094,0.0389,"NOISE",TRUE
"511","6239","NOISE",0.9644,0.0058,0.0298,"NOISE",TRUE
"512","6240","NOISE",0.8411,0.0707,0.0882,"NOISE",TRUE
"513","6241","NOISE",0.9971,9e-04,0.002,"NOISE",TRUE
"514","6242","NOISE",0.9957,0.0012,0.0031,"NOISE",TRUE
"515","6243","NOISE",0.9646,0.0078,0.0276,"NOISE",TRUE
"516","6244","NOISE",0.9568,0.0084,0.0348,"NOISE",TRUE
"517","6245","NOISE",0.8445,0.007,0.1485,"NOISE",TRUE
"518","6246","NOISE",0.9839,0.0032,0.0129,"NOISE",TRUE
"519","6247","NOISE",0.973,0.0049,0.0221,"NOISE",TRUE
"520","6248","NOISE",0.9088,0.006,0.0852,"NOISE",TRUE
"521","6249","NOISE",0.9676,0.0063,0.0261,"NOISE",TRUE
"522","6250","NOISE",0.9813,0.0034,0.0153,"NOISE",TRUE
"523","6251","NOISE",0.9645,0.0067,0.0288,"NOISE",TRUE
"524","6252","NOISE",0.9731,0.0052,0.0217,"NOISE",TRUE
"525","6253","NOISE",0.9907,0.002,0.0073,"NOISE",TRUE
"526","6257","NOISE",0.846,0.0597,0.0943,"NOISE",TRUE
"527","6258","NOISE",0.9941,0.0016,0.0043,"NOISE",TRUE
"528","6259","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"529","6260","NOISE",0.9371,0.0153,0.0476,"NOISE",TRUE
"530","6265","NOISE",0.9693,0.0086,0.0221,"NOISE",TRUE
"531","6266","NOISE",0.9336,0.0202,0.0462,"NOISE",TRUE
"532","6267","NOISE",0.9988,0,0.0012,"NOISE",TRUE
"533","6268","NOISE",0.9953,7e-04,0.004,"NOISE",TRUE
"534","6270","NOISE",0.9289,0,0.0711,"NOISE",TRUE
"535","6271","NOISE",0.9855,0.0041,0.0104,"NOISE",TRUE
"536","6272","NOISE",0.9997,1e-04,2e-04,"NOISE",TRUE
"537","6273","NOISE",1,0,0,"NOISE",TRUE
"538","6274","NOISE",0.9237,0.0235,0.0528,"NOISE",TRUE
"539","6275","NOISE",0.929,0.0229,0.0481,"NOISE",TRUE
"540","6276","NOISE",0.9358,0.0224,0.0418,"NOISE",TRUE
"541","6277","NOISE",0.9225,0.0232,0.0543,"NOISE",TRUE
"542","6278","NOISE",0.9252,0.0236,0.0512,"NOISE",TRUE
"543","6279","NOISE",0.9252,0.0235,0.0513,"NOISE",TRUE
"544","6280","NOISE",0.6149,0.1645,0.2206,"NOISE",TRUE
"545","6281","NOISE",0.7905,0.0831,0.1264,"NOISE",TRUE
"546","6282","NOISE",0.9985,4e-04,0.0011,"NOISE",TRUE
"547","6284","NOISE",0.9238,0.0235,0.0527,"NOISE",TRUE
"548","6285","NOISE",0.9232,0.024,0.0528,"NOISE",TRUE
"549","6303","NOISE",0.9441,0.0154,0.0405,"NOISE",TRUE
"550","6304","NOISE",0.6785,0.1265,0.195,"NOISE",TRUE
"551","6306","NOISE",0.7189,0.0567,0.2244,"NOISE",TRUE
"552","6307","NOISE",0.6921,0.0254,0.2825,"NOISE",TRUE
"553","6308","NOISE",0.9448,0.0106,0.0446,"NOISE",TRUE
"554","6311","NOISE",0.9318,0.0155,0.0527,"NOISE",TRUE
"555","6312","X085",0.4027,0.0367,0.5606,"NOISE",FALSE
"556","6313","NOISE",0.562,0.0281,0.4099,"NOISE",TRUE
"557","6315","NOISE",0.9836,0.0032,0.0132,"NOISE",TRUE
"558","6326","NOISE",0.927,0.023,0.05,"NOISE",TRUE
"559","6327","NOISE",0.9068,0.0278,0.0654,"NOISE",TRUE
"560","6328","NOISE",0.9547,0.0139,0.0314,"NOISE",TRUE
"561","6329","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"562","6330","NOISE",1,0,0,"NOISE",TRUE
"563","6331","NOISE",0.9449,0.018,0.0371,"NOISE",TRUE
"564","6332","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"565","6333","NOISE",0.9366,0.0228,0.0406,"NOISE",TRUE
"566","6334","NOISE",0.9366,0.0228,0.0406,"NOISE",TRUE
"567","6335","NOISE",0.9994,5e-04,1e-04,"NOISE",TRUE
"568","6336","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"569","6337","NOISE",0.9384,0.022,0.0396,"NOISE",TRUE
"570","6339","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"571","6340","NOISE",0.9674,0.0193,0.0133,"NOISE",TRUE
"572","6341","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"573","6342","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"574","6343","NOISE",0.937,0.0228,0.0402,"NOISE",TRUE
"575","6344","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"576","6345","NOISE",0.9373,0.0225,0.0402,"NOISE",TRUE
"577","6346","NOISE",0.9393,0.0221,0.0386,"NOISE",TRUE
"578","6347","NOISE",0.6579,0.0731,0.269,"NOISE",TRUE
"579","6348","NOISE",0.8952,0.0456,0.0592,"NOISE",TRUE
"580","6349","NOISE",0.937,0.0228,0.0402,"NOISE",TRUE
"581","6350","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"582","6351","NOISE",0.9997,2e-04,1e-04,"NOISE",TRUE
"583","6352","NOISE",0.9373,0.0224,0.0403,"NOISE",TRUE
"584","6353","NOISE",1,0,0,"NOISE",TRUE
"585","6354","NOISE",1,0,0,"NOISE",TRUE
"586","6355","NOISE",0.8212,0.0794,0.0994,"NOISE",TRUE
"587","6356","NOISE",0.9998,2e-04,0,"NOISE",TRUE
"588","6357","NOISE",0.9344,0.0207,0.0449,"NOISE",TRUE
"589","6358","NOISE",0.9991,0,9e-04,"NOISE",TRUE
"590","6359","NOISE",0.7755,0.0854,0.1391,"NOISE",TRUE
"591","6360","NOISE",1,0,0,"NOISE",TRUE
"592","6361","NOISE",0.9998,0,2e-04,"NOISE",TRUE
"593","6362","NOISE",0.9394,0.022,0.0386,"NOISE",TRUE
"594","6363","NOISE",0.933,0.0359,0.0311,"NOISE",TRUE
"595","6364","NOISE",0.7313,0.1017,0.167,"NOISE",TRUE
"596","6365","NOISE",0.9394,0.0219,0.0387,"NOISE",TRUE
"597","6366","NOISE",1,0,0,"NOISE",TRUE
"598","6367","NOISE",1,0,0,"NOISE",TRUE
"599","6368","NOISE",0.9662,0.0096,0.0242,"NOISE",TRUE
"600","6369","NOISE",0.8874,0.0337,0.0789,"NOISE",TRUE
"601","6370","NOISE",0.9993,0,7e-04,"NOISE",TRUE
"602","6371","NOISE",0.9998,1e-04,1e-04,"NOISE",TRUE
"603","6372","NOISE",0.9371,0.0225,0.0404,"NOISE",TRUE
"604","6373","NOISE",0.937,0.0228,0.0402,"NOISE",TRUE
"605","6374","NOISE",0.7925,0.0884,0.1191,"NOISE",TRUE
"606","6375","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"607","6376","NOISE",1,0,0,"NOISE",TRUE
"608","6377","NOISE",0.9996,0,4e-04,"NOISE",TRUE
"609","6378","NOISE",0.9998,2e-04,0,"NOISE",TRUE
"610","6379","NOISE",1,0,0,"NOISE",TRUE
"611","6380","NOISE",0.9616,0.0111,0.0273,"NOISE",TRUE
"612","6381","NOISE",0.9375,0.0216,0.0409,"NOISE",TRUE
"613","6382","NOISE",0.9987,0,0.0013,"NOISE",TRUE
"614","6383","NOISE",0.9318,0.0217,0.0465,"NOISE",TRUE
"615","6384","NOISE",0.6555,0.1676,0.1769,"NOISE",TRUE
"616","6392","NOISE",0.8539,0.0031,0.143,"NOISE",TRUE
"617","6393","NOISE",0.946,0.0143,0.0397,"NOISE",TRUE
"618","6403","NOISE",0.6187,0.0387,0.3426,"NOISE",TRUE
"619","6406","NOISE",0.9989,4e-04,7e-04,"NOISE",TRUE
"620","6407","NOISE",0.8232,0.0744,0.1024,"NOISE",TRUE
"621","6408","NOISE",0.9822,0.0045,0.0133,"NOISE",TRUE
"622","6409","NOISE",0.9996,1e-04,3e-04,"NOISE",TRUE
"623","6412","NOISE",0.9889,0.0023,0.0088,"NOISE",TRUE
"624","6415","NOISE",0.9653,0.0082,0.0265,"NOISE",TRUE
"625","6416","NOISE",0.7803,0.0208,0.1989,"NOISE",TRUE
"626","6417","NOISE",0.9771,0.0049,0.018,"NOISE",TRUE
"627","6458","NOISE",0.544,0.1652,0.2908,"NOISE",TRUE
"628","6460","NOISE",0.816,0.068,0.116,"NOISE",TRUE
"629","6462","NOISE",0.9197,0.0165,0.0638,"NOISE",TRUE
"630","6463","NOISE",0.5264,0.0557,0.4179,"NOISE",TRUE
"631","6464","NOISE",0.631,0.0446,0.3244,"NOISE",TRUE
"632","6466","NOISE",0.8298,0.0177,0.1525,"NOISE",TRUE
"633","6467","NOISE",0.6406,0.0479,0.3115,"NOISE",TRUE
"634","6468","NOISE",0.716,0.0582,0.2258,"NOISE",TRUE
"635","6469","NOISE",0.9349,0.0119,0.0532,"NOISE",TRUE
"636","6470","NOISE",0.9843,0.0035,0.0122,"NOISE",TRUE
"637","6471","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"638","6472","NOISE",0.9589,0.0113,0.0298,"NOISE",TRUE
"639","6473","NOISE",0.899,0.0306,0.0704,"NOISE",TRUE
"640","6474","NOISE",0.5411,0.2459,0.213,"NOISE",TRUE
"641","6475","NOISE",0.9974,9e-04,0.0017,"NOISE",TRUE
"642","6476","NOISE",1,0,0,"NOISE",TRUE
"643","6477","NOISE",1,0,0,"NOISE",TRUE
"644","6478","NOISE",0.9978,8e-04,0.0014,"NOISE",TRUE
"645","6479","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"646","6480","NOISE",0.9349,0.0219,0.0432,"NOISE",TRUE
"647","6481","NOISE",0.9286,0.0229,0.0485,"NOISE",TRUE
"648","6482","NOISE",0.9295,0.0228,0.0477,"NOISE",TRUE
"649","6483","NOISE",0.9353,0.0224,0.0423,"NOISE",TRUE
"650","6484","NOISE",0.9359,0.0225,0.0416,"NOISE",TRUE
"651","6485","NOISE",1,0,0,"NOISE",TRUE
"652","6486","NOISE",0.9991,0,9e-04,"NOISE",TRUE
"653","6487","NOISE",1,0,0,"NOISE",TRUE
"654","6488","NOISE",0.9604,0.0113,0.0283,"NOISE",TRUE
"655","6489","NOISE",0.9994,4e-04,2e-04,"NOISE",TRUE
"656","6490","NOISE",0.9997,1e-04,2e-04,"NOISE",TRUE
"657","6491","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"658","6492","NOISE",0.944,0.0182,0.0378,"NOISE",TRUE
"659","6493","NOISE",0.9999,1e-04,0,"NOISE",TRUE
"660","6494","NOISE",0.9993,4e-04,3e-04,"NOISE",TRUE
"661","6495","NOISE",0.8115,0.0821,0.1064,"NOISE",TRUE
"662","6496","NOISE",0.9993,4e-04,3e-04,"NOISE",TRUE
"663","6497","NOISE",0.9388,0.0189,0.0423,"NOISE",TRUE
"664","6498","NOISE",0.9352,0.0224,0.0424,"NOISE",TRUE
"665","6499","NOISE",0.9989,4e-04,7e-04,"NOISE",TRUE
"666","6500","NOISE",0.9347,0.0219,0.0434,"NOISE",TRUE
"667","6501","NOISE",0.9994,4e-04,2e-04,"NOISE",TRUE
"668","6502","NOISE",0.9343,0.0224,0.0433,"NOISE",TRUE
"669","6503","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"670","6504","NOISE",0.9538,0.0138,0.0324,"NOISE",TRUE
"671","6505","NOISE",0.9977,4e-04,0.0019,"NOISE",TRUE
"672","6506","NOISE",0.6694,0.1739,0.1567,"NOISE",TRUE
"673","6507","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"674","6508","NOISE",0.9987,4e-04,9e-04,"NOISE",TRUE
"675","6509","NOISE",0.7545,0.0969,0.1486,"NOISE",TRUE
"676","6510","NOISE",0.8873,0.0329,0.0798,"NOISE",TRUE
"677","6511","NOISE",0.7037,0.1059,0.1904,"NOISE",TRUE
"678","6512","NOISE",0.7268,0.0982,0.175,"NOISE",TRUE
"679","6513","NOISE",0.9603,0.0114,0.0283,"NOISE",TRUE
"680","6514","NOISE",0.9839,0.0045,0.0116,"NOISE",TRUE
"681","6515","NOISE",0.998,1e-04,0.0019,"NOISE",TRUE
"682","6516","NOISE",0.9214,0.0236,0.055,"NOISE",TRUE
"683","6517","NOISE",0.9923,0.0025,0.0052,"NOISE",TRUE
"684","6518","NOISE",1,0,0,"NOISE",TRUE
"685","6519","NOISE",0.9361,0.0225,0.0414,"NOISE",TRUE
"686","6520","NOISE",0.9996,4e-04,0,"NOISE",TRUE
"687","6521","NOISE",0.9998,1e-04,1e-04,"NOISE",TRUE
"688","6522","NOISE",0.944,0.0182,0.0378,"NOISE",TRUE
"689","6523","NOISE",0.9355,0.0228,0.0417,"NOISE",TRUE
"690","6524","NOISE",0.9015,0.0293,0.0692,"NOISE",TRUE
"691","6525","NOISE",0.8866,0.0329,0.0805,"NOISE",TRUE
"692","6526","NOISE",0.9029,0.029,0.0681,"NOISE",TRUE
"693","6527","NOISE",0.9357,0.0221,0.0422,"NOISE",TRUE
"694","6528","NOISE",0.8723,0.0451,0.0826,"NOISE",TRUE
"695","6529","NOISE",0.8855,0.0338,0.0807,"NOISE",TRUE
"696","6530","NOISE",0.9356,0.0228,0.0416,"NOISE",TRUE
"697","6531","NOISE",0.9349,0.0228,0.0423,"NOISE",TRUE
"698","6532","NOISE",0.9354,0.0228,0.0418,"NOISE",TRUE
"699","6533","NOISE",0.9361,0.0228,0.0411,"NOISE",TRUE
"700","6534","NOISE",0.9352,0.0224,0.0424,"NOISE",TRUE
"701","6535","NOISE",0.9355,0.0228,0.0417,"NOISE",TRUE
"702","6536","NOISE",0.551,0.1344,0.3146,"NOISE",TRUE
"703","6537","NOISE",0.8861,0.0341,0.0798,"NOISE",TRUE
"704","6538","NOISE",0.935,0.0224,0.0426,"NOISE",TRUE
"705","6539","NOISE",0.9352,0.0224,0.0424,"NOISE",TRUE
"706","6540","NOISE",0.9352,0.0228,0.042,"NOISE",TRUE
"707","6541","NOISE",0.9352,0.0224,0.0424,"NOISE",TRUE
"708","6542","NOISE",0.9629,0.0108,0.0263,"NOISE",TRUE
"709","6543","NOISE",0.944,0.0182,0.0378,"NOISE",TRUE
"710","6544","NOISE",0.9976,4e-04,0.002,"NOISE",TRUE
"711","6545","NOISE",0.9356,0.0228,0.0416,"NOISE",TRUE
"712","6546","NOISE",0.9961,7e-04,0.0032,"NOISE",TRUE
"713","6547","NOISE",0.9351,0.0224,0.0425,"NOISE",TRUE
"714","6548","NOISE",0.9337,0.0219,0.0444,"NOISE",TRUE
"715","6549","NOISE",0.9353,0.0224,0.0423,"NOISE",TRUE
"716","6550","NOISE",0.935,0.0224,0.0426,"NOISE",TRUE
"717","6551","NOISE",0.9357,0.0224,0.0419,"NOISE",TRUE
"718","6552","NOISE",0.9358,0.0228,0.0414,"NOISE",TRUE
"719","6553","NOISE",0.9358,0.0224,0.0418,"NOISE",TRUE
"720","6554","NOISE",0.9345,0.0228,0.0427,"NOISE",TRUE
"721","6555","NOISE",0.9235,0.023,0.0535,"NOISE",TRUE
"722","6556","NOISE",0.9967,6e-04,0.0027,"NOISE",TRUE
"723","6557","NOISE",0.9988,4e-04,8e-04,"NOISE",TRUE
"724","6558","NOISE",0.9322,0.0226,0.0452,"NOISE",TRUE
"725","6559","NOISE",0.9351,0.0224,0.0425,"NOISE",TRUE
"726","6560","NOISE",0.9349,0.0219,0.0432,"NOISE",TRUE
"727","6561","NOISE",0.9358,0.0224,0.0418,"NOISE",TRUE
"728","6562","NOISE",0.9358,0.0224,0.0418,"NOISE",TRUE
"729","6563","NOISE",0.9346,0.0224,0.043,"NOISE",TRUE
"730","6564","NOISE",0.9359,0.0224,0.0417,"NOISE",TRUE
"731","6565","NOISE",0.9351,0.0228,0.0421,"NOISE",TRUE
"732","6566","NOISE",0.936,0.0227,0.0413,"NOISE",TRUE
"733","6567","NOISE",0.6201,0.1718,0.2081,"NOISE",TRUE
"734","6568","NOISE",0.8739,0.0551,0.071,"NOISE",TRUE
"735","6569","NOISE",0.9982,8e-04,0.001,"NOISE",TRUE
"736","6570","NOISE",0.9998,1e-04,1e-04,"NOISE",TRUE
"737","6571","NOISE",0.8253,0.0689,0.1058,"NOISE",TRUE
"738","6572","NOISE",0.7969,0.0817,0.1214,"NOISE",TRUE
"739","6573","NOISE",0.9169,0.0344,0.0487,"NOISE",TRUE
"740","6574","NOISE",0.887,0.0377,0.0753,"NOISE",TRUE
"741","6575","NOISE",0.8888,0.0321,0.0791,"NOISE",TRUE
"742","6576","NOISE",0.939,0.0329,0.0281,"NOISE",TRUE
"743","6577","NOISE",0.7987,0.0819,0.1194,"NOISE",TRUE
"744","6578","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"745","6579","NOISE",0.6482,0.1415,0.2103,"NOISE",TRUE
"746","6580","NOISE",0.935,0.0224,0.0426,"NOISE",TRUE
"747","6581","NOISE",0.7966,0.078,0.1254,"NOISE",TRUE
"748","6582","NOISE",0.8067,0.0816,0.1117,"NOISE",TRUE
"749","6583","NOISE",0.6989,0.1359,0.1652,"NOISE",TRUE
"750","6584","NOISE",0.9351,0.0224,0.0425,"NOISE",TRUE
"751","6585","NOISE",0.9348,0.0224,0.0428,"NOISE",TRUE
"752","6586","NOISE",0.9347,0.0224,0.0429,"NOISE",TRUE
"753","6587","NOISE",0.9318,0.022,0.0462,"NOISE",TRUE
"754","6588","NOISE",0.9348,0.0224,0.0428,"NOISE",TRUE
"755","6589","NOISE",0.9995,4e-04,1e-04,"NOISE",TRUE
"756","6590","NOISE",0.7928,0.0874,0.1198,"NOISE",TRUE
"757","6591","NOISE",0.9387,0.0193,0.042,"NOISE",TRUE
"758","6592","NOISE",0.9411,0.0187,0.0402,"NOISE",TRUE
"759","6593","NOISE",0.9354,0.0221,0.0425,"NOISE",TRUE
"760","6594","NOISE",0.9357,0.0221,0.0422,"NOISE",TRUE
"761","6595","NOISE",0.9514,0.015,0.0336,"NOISE",TRUE
"762","6596","NOISE",0.772,0.0913,0.1367,"NOISE",TRUE
"763","6597","NOISE",0.8778,0.036,0.0862,"NOISE",TRUE
"764","6598","NOISE",0.8083,0.0729,0.1188,"NOISE",TRUE
"765","6599","NOISE",0.9603,0.0114,0.0283,"NOISE",TRUE
"766","6600","NOISE",0.9985,4e-04,0.0011,"NOISE",TRUE
"767","6601","NOISE",0.9357,0.0228,0.0415,"NOISE",TRUE
"768","6602","NOISE",0.9999,0,1e-04,"NOISE",TRUE
"769","6603","NOISE",0.9994,4e-04,2e-04,"NOISE",TRUE
"770","6604","NOISE",0.9359,0.0221,0.042,"NOISE",TRUE
"771","6605","NOISE",0.803,0.0843,0.1127,"NOISE",TRUE
"772","6606","NOISE",0.7721,0.0921,0.1358,"NOISE",TRUE
"773","6607","NOISE",0.7713,0.093,0.1357,"NOISE",TRUE
"774","6608","NOISE",0.6904,0.1509,0.1587,"NOISE",TRUE
"775","6609","NOISE",0.8992,0.0312,0.0696,"NOISE",TRUE
