"","freq","avgSpec","avgNoise"
"139",39093.75,-3.46038825108587,-9.8209227004405
"140",39375,-3.4077212748869,-10.2093104269722
"141",39656.25,-3.35264954154205,-10.4642241116662
"142",39937.5,-3.28438331899011,-10.5793151055361
"143",40218.75,-3.22095102274867,-10.6649054393565
"144",40500,-3.18536051163973,-10.8755384964272
"145",40781.25,-3.14562927864959,-11.1785398509909
"146",41062.5,-3.12322975300115,-11.5121304840527
"147",41343.75,-3.10801625769442,-11.9132767225627
"148",41625,-3.08080239478117,-12.2719942913965
"149",41906.25,-3.05983799620147,-12.4977134493685
"150",42187.5,-3.03646484585322,-12.7206862880513
"151",42468.75,-3.00828690581677,-12.9904458038074
"152",42750,-2.98780604673879,-13.3451469093343
"153",43031.25,-2.97718367003455,-13.7761323430119
"154",43312.5,-2.98633117136307,-14.2099436037555
"155",43593.75,-2.98891619552212,-14.6357301165449
"156",43875,-2.98507301403096,-15.1433489610091
"157",44156.25,-2.96585163392026,-15.5949708369158
"158",44437.5,-2.94642166522495,-16.007193995081
"159",44718.75,-2.92351610109225,-16.3453412588753
"160",45000,-2.92195743221712,-16.5804056084578
"161",45281.25,-2.94704731495281,-16.6620706784655
"162",45562.5,-2.97045628651682,-16.7009890906453
"163",45843.75,-2.99209516330427,-16.7096055542212
"164",46125,-3.02183273991097,-16.6937771967374
"165",46406.25,-3.06845259295812,-16.6117520274342
"166",46687.5,-3.10709069273502,-16.4436615400665
"167",46968.75,-3.14901442666191,-16.3273322792222
"168",47250,-3.19910403350589,-16.3440009381472
"169",47531.25,-3.23350906440561,-16.4987681800275
"170",47812.5,-3.25147153220635,-16.7532897910177
"171",48093.75,-3.26184799435758,-17.1196269565823
"172",48375,-3.27317413775611,-17.4770761174193
"173",48656.25,-3.29236343952356,-17.7699500072344
"174",48937.5,-3.29485005617694,-17.9713246203106
"175",49218.75,-3.30013972552787,-18.1328211656228
"176",49500,-3.32561333451267,-18.3004203480299
"177",49781.25,-3.34973669248162,-18.4361177433971
"178",50062.5,-3.3831800859975,-18.5436948235633
"179",50343.75,-3.4547113329216,-18.7239645612414
"180",50625,-3.50194565709495,-18.9646757612593
"181",50906.25,-3.55016768941499,-19.2117828727536
"182",51187.5,-3.63908833239176,-19.4279215317865
"183",51468.75,-3.70533262993543,-19.640678790274
"184",51750,-3.7460615995777,-19.825387343943
"185",52031.25,-3.81058611487571,-20.0109986523682
"186",52312.5,-3.90745928349729,-20.2043634909233
"187",52593.75,-3.99892245948572,-20.4101510809505
"188",52875,-4.08362003457477,-20.604412162873
"189",53156.25,-4.17056921687657,-20.7784278940545
"190",53437.5,-4.25344624410944,-20.9419343990316
"191",53718.75,-4.32320550448821,-21.1106354334862
"192",54000,-4.42575610963838,-21.2859635971334
"193",54281.25,-4.53004492788921,-21.4110537051003
"194",54562.5,-4.63217530303285,-21.4909167143189
"195",54843.75,-4.72600446395789,-21.5590856975081
"196",55125,-4.80636442513872,-21.6325994610551
"197",55406.25,-4.91596888346989,-21.7565243111654
"198",55687.5,-5.03954517394136,-21.9214196242402
"199",55968.75,-5.15738596713668,-22.083529057215
"200",56250,-5.26196963620908,-22.2498416870271
"201",56531.25,-5.35868406959638,-22.3819170567594
"202",56812.5,-5.45465700296056,-22.4882123365958
"203",57093.75,-5.57411288549677,-22.5610030643926
"204",57375,-5.74732799616536,-22.660291684046
"205",57656.25,-5.95141215441659,-22.7703347847496
"206",57937.5,-6.16773839221752,-22.8500182458343
"207",58218.75,-6.3406214327741,-22.9269748796996
"208",58500,-6.5043373362365,-23.0289272925363
"209",58781.25,-6.6617099641298,-23.1593342168207
"210",59062.5,-6.82150696295699,-23.2641141967816
"211",59343.75,-7.00150014336484,-23.353791541538
"212",59625,-7.14027006961593,-23.4727055567123
"213",59906.25,-7.28433042004581,-23.5844379827079
"214",60187.5,-7.47433003757208,-23.6701750977133
"215",60468.75,-7.65699499673472,-23.7534724076059
"216",60750,-7.82324880313588,-23.8152526847207
"217",61031.25,-8.00090631894791,-23.9032233289707
"218",61312.5,-8.18850230838257,-23.9957183678019
"219",61593.75,-8.40673109411156,-24.1028407155441
"220",61875,-8.64303597874785,-24.2254497536611
"221",62156.25,-8.88636207600889,-24.3631867829655
"222",62437.5,-9.15640428355292,-24.4863391319847
"223",62718.75,-9.39284708605862,-24.644599324438
"224",63000,-9.6441475052104,-24.7933823412903
"225",63281.25,-9.90335638868236,-24.9454574299446
"226",63562.5,-10.1706067670553,-25.1168513739695
"227",63843.75,-10.4490759090444,-25.2644504772338
"228",64125,-10.7599957669402,-25.4087169152373
"229",64406.25,-11.0882734121785,-25.614499766144
"230",64687.5,-11.4270918041065,-25.8493101389568
"231",64968.75,-11.7533999682712,-26.084735488404
"232",65250,-12.0976131981852,-26.3386984225078
"233",65531.25,-12.4286499439605,-26.5605738040199
"234",65812.5,-12.7696582315677,-26.7560161658795
"235",66093.75,-13.1356646938083,-26.9486415454307
"236",66375,-13.5089053639215,-27.1505002757989
"237",66656.25,-13.8826696092747,-27.4064619592233
"238",66937.5,-14.2852158749752,-27.684576623958
"239",67218.75,-14.6957330059434,-27.9255512726686
"240",67500,-15.1064582840845,-28.1753915498624
"241",67781.25,-15.5001025876794,-28.4275781442265
"242",68062.5,-15.9950219480283,-28.681808098465
"243",68343.75,-16.4744946419171,-28.9654171905541
"244",68625,-16.9176992551628,-29.2435151833825
"245",68906.25,-17.4081424328223,-29.5032141391264
"246",69187.5,-17.8967949785919,-29.7329795146702
"247",69468.75,-18.3869747804949,-29.9843856182515
"248",69750,-18.8941448844977,-30.2376398292891
"249",70031.25,-19.4215509473007,-30.4798014658837
"250",70312.5,-19.9532616655234,-30.7195585420228
"251",70593.75,-20.4728995987287,-30.9349973647485
"252",70875,-20.9938148594095,-31.144534683757
"253",71156.25,-21.4719688242186,-31.2934261668928
"254",71437.5,-21.9133756865588,-31.4535621635438
"255",71718.75,-22.2860078113873,-31.6036522113643
"256",72000,-22.4923942574818,-31.6992910741683
