UID,species,RL,dB_20kHz,dB_30kHz,dB_40kHz,dB_50kHz,dB_60kHz,dB_70kHz
13017880,X045,131.9413698,133.8292849,117.8566325,136.7781828,140.3645052,133.2291318,119.2017327
13017881,X045,157.0864688,136.293658,147.4671665,162.1424615,166.5184322,163.9551087,150.9806142
13017882,X045,157.0864688,127.4566415,143.6982162,157.7523472,161.6903956,158.2903657,145.4457121
13017883,X045,131.734831,128.8983738,120.6288348,136.7305568,137.9417452,129.3331393,114.4642047
13017884,X045,132.107236,126.4012046,130.8277223,135.5388164,139.3017561,130.0119598,114.0361595
13017885,X045,132.7406299,128.3684955,124.6621603,136.4939218,138.433101,128.4570371,118.4876725
13017886,X045,133.2982265,130.7982216,131.1538371,136.6798418,142.7795064,139.0650649,126.8970775
13017887,X045,132.3223436,132.137533,128.6850369,137.5136203,139.0823226,132.1961608,114.3065517
13017888,X045,131.5399071,134.9551808,130.0124864,136.373342,139.2010504,132.9174885,116.2504561
13017889,X045,131.2935533,124.0399471,122.3163349,135.4076349,139.1289491,134.3004447,120.5451723
13017890,X045,132.1423324,126.9173419,126.9914435,137.3790565,140.8628262,129.8822268,117.4969435
13017891,X045,154.5764666,129.4522111,141.2317359,156.5523579,158.7673855,151.4534644,139.8942094
13017892,X045,132.6365889,125.312041,128.9460812,136.3338245,138.2570699,132.9264222,121.0967344
13017893,X045,133.2085179,120.498173,101.2156844,139.5640487,139.855625,134.0328875,123.0902897
13017894,X045,133.8271254,127.1846003,129.4725663,137.7540569,139.5900239,134.3402286,125.8300003
13017895,X045,133.0115017,130.3206694,127.5061258,136.6150469,138.8706403,131.082177,120.2849047
13017897,X045,133.5829132,125.8003313,125.1979458,137.4055937,137.2976766,130.9445154,125.4012213
13017898,X045,133.2900711,130.4895237,125.6245859,135.5122986,137.9427148,132.4433388,113.6401029
13017899,X045,133.3910424,131.3186878,134.2996554,129.8954204,139.8250299,129.8380226,120.7470138
13017900,X045,132.3056439,134.336426,125.3926273,136.0382509,140.5882102,133.1267051,125.2749251
13017901,X045,133.3463005,122.0901626,117.9843128,136.2830572,138.23428,137.6159433,126.4904337
13017902,X045,132.4768914,120.8314775,129.2786321,138.9868413,141.4159445,135.7692532,124.1519917
13017903,X045,146.4575924,114.4921042,138.847363,150.4902291,151.0635214,140.5935078,117.6100038
13017904,X045,133.4921145,132.0061127,122.9421929,136.8418485,138.8630235,136.7140929,118.8405745
13017905,X045,131.9635818,129.8864749,122.1978373,134.7550842,135.3964687,134.9533487,122.6849736
13017906,X045,132.8971173,130.2945088,121.480963,135.6315198,137.659091,132.2196254,122.0666508
13017907,X045,132.4159322,127.6817914,130.8729278,131.5803067,135.8806608,135.8571626,120.691554
13017908,X045,131.8495006,125.7645004,128.5757766,135.7812527,137.660448,134.3773969,117.8334406
13017909,X045,131.5142588,120.8897897,121.7997202,134.6009124,135.7306653,134.179065,119.6146554
13017910,X045,131.4391208,133.3684746,126.5105116,135.0875645,134.9708283,133.2404254,116.641533
13017911,X045,131.9740621,130.0224498,117.1638094,135.9314692,135.3828914,133.1223399,121.1755692
13017912,X045,131.7463144,126.4554098,124.891256,136.6320447,132.6448278,132.8512711,119.1124987
13017913,X045,132.3881751,127.5707765,125.7015355,138.7303525,133.234263,132.4233106,121.3610485
13017914,X045,131.8865443,114.1516422,128.678233,138.190015,134.7978355,130.1069528,123.3268371
13017915,X045,142.5871974,132.4947756,137.5944532,146.4540737,145.0979158,137.2434771,121.8357993
13017916,X045,131.1426489,135.3033769,129.113526,132.673968,136.0565273,128.9184555,122.9521189
13017917,X045,130.961945,121.982517,102.4554125,135.1253112,138.8011097,128.0119116,123.9621431
13017918,X045,131.2956554,131.6834275,136.7381186,140.254163,136.9915937,131.6474318,123.0214288
13017919,X045,130.4837001,128.7020103,123.5868319,134.7745567,136.5436967,126.5105657,117.1965333
13017920,X045,131.0814589,128.7150089,123.5946498,136.8429215,137.3215143,130.2631103,116.5760211
13017921,X045,131.0052126,117.512771,121.614456,137.2650774,137.9096443,129.3954818,110.2157263
13017922,X045,130.5085495,123.5899937,131.3241694,136.9466259,137.242151,132.6783101,117.1322669
13017923,X045,137.2378242,122.827487,131.2737023,140.0409114,141.4516441,128.5743698,107.7498997
13017924,X045,133.3785013,120.957355,135.6206385,136.8233963,122.2987381,131.6185751,126.4804943
13017925,X045,132.3837906,131.704303,134.126033,137.257035,130.5750916,126.0362379,114.2923575
13017926,X045,133.4746959,129.8930127,135.8714655,137.79048,125.2473934,127.6296735,125.2147066
13017927,X045,135.8023524,131.4501313,136.9372604,139.2118077,137.5067826,132.7998233,113.5505952
13017928,X045,139.0995337,127.3170583,136.0273174,142.7639185,142.2481372,138.4618633,123.5604576
13017929,X045,139.8148317,123.7030398,137.0258171,144.2472944,142.008474,134.8932051,127.2838701
13017930,X045,157.4268217,122.9766408,149.6370167,163.3658247,161.8547672,158.4726274,147.3774791
13017931,X045,137.1616254,130.9488293,137.8986624,141.0658113,130.6949281,132.6079831,122.9967705
13017932,X045,137.4363195,121.0415957,136.7966881,141.1167896,129.8315547,134.4777056,110.7005326
13017933,X045,138.8167468,128.4278614,138.1187378,141.3761216,128.7391534,137.7472383,124.6391159
13017934,X045,138.1831935,125.7029929,136.8069881,141.579625,133.6478987,135.8574871,119.2570544
13017935,X045,138.2149454,129.8497751,138.1865538,140.8765681,133.5312513,134.0214361,122.8406265
13017936,X045,159.5584411,139.6599578,151.0653501,164.9493202,164.2668954,161.1205403,150.0945705
13017937,X045,151.6048757,130.9253781,141.2530291,154.7948206,155.5685473,151.3764001,135.0170276
13017938,X045,151.4321819,125.232045,141.3371782,154.4524186,155.2892365,151.1314583,136.9915738
13017939,X045,152.2925594,123.2985062,141.9147849,155.2831099,156.1105153,151.4449879,135.9403711
13017940,X045,151.8776023,115.3873417,142.7787147,155.718133,156.4932999,151.2739516,140.0080092
13017941,X045,152.9716903,130.6604363,143.3351013,156.2143823,157.608303,152.3149576,141.7932919
13017942,X045,153.9903566,130.0523297,143.4804575,156.3723674,158.3482637,153.43447,138.5341529
13017943,X045,154.8884173,127.9603778,143.5197064,156.6326139,158.7119011,155.2735071,137.2703042
13017944,X045,160.3026996,134.7767669,149.8321666,165.0045177,164.621218,161.7838743,148.4492483
13017945,X045,147.5946075,132.1340409,141.5542161,151.9754401,152.3096053,144.5685248,133.3657698
13017946,X045,131.0354967,127.642852,134.4052738,136.2248476,134.1045611,124.7897437,112.3410261
13017947,X045,130.2146066,124.4135454,118.9274327,124.8302624,136.1004102,129.9803364,119.5259811
13017948,X045,131.4396085,122.3642343,124.3120688,131.8321011,134.5706627,118.4640297,101.1914999
13017949,X045,133.1223846,131.3916599,137.4864792,132.6278853,130.0264917,128.4789418,116.9859755
13017950,X045,134.3473439,127.1509776,134.4756497,134.509247,141.9509885,131.9011079,116.5592605
13017951,X045,160.2517451,137.5507946,150.1813265,164.7285962,164.7845806,161.9330397,151.1996955
13017952,X045,155.793019,131.9122224,144.9204553,157.2002309,160.3191639,156.2090837,137.6273345
13017954,X045,160.1618752,134.4081867,148.9404502,164.8170711,164.4354654,161.8430389,151.3836481
13017955,X045,132.1642566,117.4207253,130.3093941,135.5331004,136.5398802,128.7262257,110.6467874
13017956,X045,129.0912329,126.598798,119.9469243,127.9281966,138.1926452,127.3001965,109.892893
13017957,X045,132.0299848,132.6249183,130.2558569,136.6216139,141.3767342,131.1712094,117.6887589
13017961,X045,134.5832463,118.8235728,126.6638463,133.0012019,142.5002277,143.4878559,110.4505594
13017962,X045,135.9960715,125.6905044,127.3393856,145.4968932,140.7371163,147.5955804,128.9675135
13017963,X045,135.9960715,114.6300366,120.0100678,136.6076614,137.7861858,144.0814289,124.4120817
13017964,X045,138.8777775,123.185118,122.2144547,139.7842198,145.8259068,143.1561826,128.6186839
13017965,X045,159.5612664,131.3878104,148.7556821,164.9201731,164.1574877,161.2586789,150.5249741
13017966,X045,154.754658,133.7346708,144.4476435,156.9344157,161.016216,157.1160493,143.5749457
13017967,X045,139.8218017,127.7559652,128.1402702,139.8404025,149.394881,138.9320518,128.4544908
13017968,X045,157.9526306,137.7088118,147.1907031,164.3575149,163.5456512,160.6110643,146.255503
13017969,X045,132.9052517,124.1520925,119.6445762,138.7306816,142.5667014,118.4635498,119.2289575
13017971,X045,140.4880878,132.4344231,129.9803596,138.4453448,149.6555263,138.9634641,128.2457623
13017973,X045,127.1297849,123.5973889,122.6732474,131.3921449,135.8341197,131.9416896,120.2090552
13017974,X045,137.9392577,126.1738977,131.2377604,135.6733794,142.8835166,146.306671,126.490284
13017975,X045,131.0693885,129.9103223,108.8980158,126.8878509,139.5289065,138.35734,122.3337568
13017976,X045,134.3000214,121.5909253,117.0466277,139.3951446,143.8764811,130.3592284,121.0408968
13017978,X045,131.982295,118.7818856,129.9383429,134.0819024,137.4816283,136.61832,110.2423555
13017979,X045,156.763266,136.7120005,146.2539183,157.764698,161.8834396,158.298967,147.2243029
13017980,X045,131.6624454,129.4007949,128.3786497,136.1293679,131.232843,134.0671158,122.5387584
13017982,X045,138.8852695,129.2087372,123.342331,138.3672835,147.5193085,138.6933199,121.3271481
13017983,X045,156.4010369,133.7669068,145.4535983,155.9981893,160.7207619,157.5122111,143.7655951
13017984,X045,132.8298451,127.191229,130.5773335,135.6026445,141.9039112,138.7409269,96.6970009
13017985,X045,160.0073472,125.8195891,148.0949057,164.4162346,164.1684315,161.0603849,147.8219432
13017986,X045,128.1193385,110.6454321,122.0376975,122.9815231,136.7358386,134.3842073,118.8818605
13017987,X045,134.4558452,128.1742693,134.199013,133.3279942,143.3498106,136.5268614,126.0409055
13017988,X045,159.2992842,135.7247403,148.9535779,164.6842041,164.1945318,160.5876995,149.6245141
13017989,X045,137.0067729,134.3555359,131.8252745,142.2535994,129.8134668,144.2149476,128.085079
13017990,X045,138.3221682,134.5541058,131.5036716,141.9011948,142.9074933,142.3828223,130.8507067
13017991,X045,140.8398462,126.5571071,140.106487,138.4256476,146.3040772,147.1057536,135.0854648
13017992,X045,155.9765621,136.0437212,145.3790447,155.9086255,161.1173675,156.8286031,141.4102202
13017993,X045,144.4702932,130.477034,140.6357172,151.7808542,142.4280567,146.0784566,142.1648842
13017994,X045,154.9015081,127.7165434,141.7224296,155.1899514,159.7400536,156.2761501,145.624321
13017995,X045,155.3281276,130.3336022,145.0085974,163.0183322,160.6741546,152.2572452,131.3415136
13017996,X045,158.7823666,133.1699685,148.434266,163.4019647,163.6030323,160.1966789,149.52076
13017997,X045,158.7313833,130.8889524,146.8684462,163.603809,164.746567,162.3573196,147.4800334
13017998,X045,159.0624306,133.636913,147.923743,164.0153631,163.784524,160.1315844,150.2285912
13017999,X045,141.0337571,122.2734871,128.5627194,141.9359063,144.9822075,147.9012355,129.1745884
13018000,X045,164.4063045,137.9025883,146.0254518,165.7267564,168.4377336,168.3079868,157.8844949
13018001,X045,146.3297508,114.4461573,128.6018123,143.8386219,149.7076041,153.8883306,138.7964866
13018002,X045,149.0179095,132.698965,136.7009449,152.8110368,153.7941406,150.918381,140.8553775
13018003,X045,132.7633215,118.7198522,109.3801791,137.2133434,135.4264275,136.8435399,121.2195474
13018004,X045,166.9071249,142.7277361,146.8128447,168.6979783,172.8811771,173.1038095,159.2455888
13018005,X045,139.5692431,121.0963536,136.2472203,144.9746529,140.7593687,133.758147,126.216173
13018006,X045,141.1058769,126.7448537,129.2422356,140.9844319,146.9823329,149.4664181,131.8123093
13018007,X045,139.8147905,129.7677034,135.8775205,146.1236016,140.5799795,134.6254362,131.0459419
13018008,X045,139.7289033,121.9277093,134.9221267,146.9672518,142.7144901,131.8802319,125.5830097
13018009,X045,167.7344723,140.385288,142.1012855,169.1904182,173.6268859,174.0302474,161.3566042
13018010,X045,139.7852448,126.4948149,131.560655,147.1732992,142.604359,133.598344,130.0070162
13018011,X045,167.2758833,139.6196886,146.7842456,167.4551566,172.4731618,174.0387404,160.9843746
13018012,X045,169.5736792,140.3927543,149.2310407,169.533943,174.3754097,174.1456786,161.5954527
13018013,X045,167.7758363,138.2651453,150.6241444,170.5638341,174.8327417,172.2129365,157.5503342
13018014,X045,165.7993862,136.2304143,150.5117913,167.9093926,171.5690874,169.5802383,152.5882712
13018015,X045,139.6954584,125.905918,129.8985537,140.1133079,144.9643962,147.8047306,133.051436
13018016,X045,168.0641589,137.6649309,149.6414344,168.6569048,173.0649164,172.3169747,158.7418814
13018017,X045,139.9972999,123.1837665,125.8857437,137.6959035,143.6739681,147.3140318,128.2313775
13018018,X045,166.756545,120.0856757,150.0855362,168.0816526,172.2710487,170.7578939,158.9698476
13018019,X045,160.6519332,123.0077479,148.439758,165.3010927,167.2663643,164.7540894,150.740406
13018020,X045,154.5947765,132.9755394,146.990951,161.9615209,161.4227888,156.2866331,134.6244601
13018021,X045,152.0961924,126.3266105,145.8343066,159.731977,155.1064498,150.0334379,139.9889252
13018022,X045,147.9947978,133.8012601,143.3064854,156.3500912,147.0990449,151.4004688,139.5745378
13018023,X045,145.3988823,131.1817985,141.569248,147.2718615,152.4644212,152.890374,139.5151672
13018024,X045,144.5003863,131.4508034,131.4294528,145.4860499,150.8877605,149.1240568,132.4668932
13018025,X045,139.9756438,134.3355502,123.3108575,143.7994327,142.3314542,145.493378,132.8666908
13018026,X045,133.6789041,121.8621021,126.9532853,135.9604703,138.1283033,142.2038829,124.3753327
13018027,X045,132.1162886,125.4739883,116.3861914,137.3439199,135.5574023,137.8466723,115.8122884
13018028,X045,136.5441683,124.1092785,124.2335905,145.793327,131.250266,123.2426128,115.5154781
13018029,X045,134.339564,116.9377207,124.5827181,140.0893717,134.2980791,129.9417072,125.3075851
13018030,X045,135.2716184,107.9967847,130.3119877,142.9759602,136.6258197,130.665353,127.4803691
13018031,X045,137.1114731,133.8783422,129.8682019,143.7644711,135.4693661,135.9530735,123.5604802
13018041,X045,134.6459631,122.0364728,129.4078362,137.6085632,135.9956089,135.0870468,123.4738759
13018068,X045,124.4899579,129.9653863,118.6231951,129.7482534,126.7847201,110.641355,119.2602651
13018069,X045,114.5361735,121.3957906,122.2235927,114.0574754,122.6123167,126.3081067,115.6768294
13018074,X045,116.1654167,138.9634415,126.1080558,119.2074466,122.4354496,113.1356178,119.1030879
13018076,X045,125.299709,125.1339158,125.8054515,128.1469963,129.2527619,121.9670444,121.2394939
13018079,X045,127.4927328,129.1197019,122.9058397,133.2952774,132.6946847,119.338823,115.7645681
13018080,X045,140.5024225,111.6351907,132.2364857,143.7497212,145.0667685,139.7156816,127.6584596
13018081,X045,142.2434838,125.9125761,130.7911505,145.6721296,146.3613526,142.3911507,129.7417275
13018082,X045,142.275891,123.699547,132.4373141,146.6131883,146.0570325,141.8629109,129.8753815
13018083,X045,140.1143533,128.1586889,129.6751189,145.455667,144.6251835,140.2314442,127.1305144
13018084,X045,139.6201386,132.8371999,130.858967,143.0131371,144.2661973,138.1488919,122.9994007
13018085,X045,142.6656699,123.4124289,132.0522769,147.3090318,148.4736479,142.9792999,128.6191498
13018086,X045,143.9143647,123.2170376,136.3943154,148.9048433,148.7139329,143.4216001,130.7692318
13018087,X045,138.4622881,121.6627978,130.6330263,144.671096,141.7280272,129.3042985,127.099513
13018088,X045,144.6266063,130.5634371,133.3295378,149.6688079,149.8145997,143.2757675,129.8585433
13018089,X045,142.7824153,123.1196257,124.7622823,147.4097189,146.3776804,136.8856515,120.7086403
13018090,X045,144.6511333,120.2313664,126.9780235,148.496743,148.0789027,139.6006344,118.6403271
13018091,X045,143.840063,126.0806153,129.6503039,147.4118447,147.0155648,141.5294269,125.4040283
13018092,X045,143.1120077,126.296641,133.5294395,146.4660879,144.8006639,140.6007513,125.6030291
13018093,X045,136.6067693,126.7263148,129.4606412,139.3444812,136.71471,136.112804,128.6074714
13018094,X045,133.5926608,132.0208834,127.0457245,140.358732,134.9106937,139.9137281,130.7249015
13018095,X045,135.6006573,128.4555984,128.7136329,142.1643529,134.4478958,135.5185643,130.9599861
13018096,X045,138.1684004,134.2290679,125.7398721,143.9845669,140.2949592,125.2309958,130.4823675
13018097,X045,145.4180648,127.5335692,127.3227928,149.0194462,148.6505152,142.5616334,123.9301166
13018098,X045,155.0644809,131.0223301,132.4652331,153.7221634,158.9845644,158.0629545,144.2519727
13018099,X045,158.8172545,130.1371961,135.8534546,157.0671437,162.6124411,163.4336208,152.1167198
13018100,X045,159.8474131,140.9278377,134.2090734,157.6530158,163.4119337,163.8794735,153.116094
13018101,X045,160.2256616,134.2249254,141.3202509,156.5506912,161.8910247,163.934369,154.6071968
13018102,X045,113.452521,130.4713431,126.3311462,122.4365371,112.2240161,115.3581091,108.2831494
13018105,X045,159.9022657,130.2103048,137.015776,158.1550763,163.6274465,162.1367379,148.7369945
13018106,X045,154.9428611,133.0106081,134.7157567,154.4155294,158.5994369,157.6671361,145.2050282
13018107,X045,151.0309938,122.2308353,133.3348104,151.3714994,154.5210062,153.2826607,140.4752821
13018108,X045,149.1789842,111.0928783,131.2657902,150.7033734,151.933147,150.8671751,136.5553495
13018109,X045,144.1317365,125.0726944,131.8519915,149.2626795,148.9569358,137.7465883,129.7142426
13018110,X045,138.9135174,125.8679923,128.103588,146.097737,141.8392929,131.615536,134.3094687
13018111,X045,135.940226,117.3637132,128.9573763,143.6894323,137.3553225,138.0974343,131.267851
13018112,X045,132.8631806,126.0187,126.7761661,139.8010638,132.0874431,141.0357232,132.1918353
13018113,X045,132.4374984,111.4691404,126.6623265,140.6241448,135.3141471,138.0315071,130.7497863
13018114,X045,131.4840104,122.4030027,126.581112,140.2539763,132.4886063,136.242357,129.6381455
13018115,X045,129.4146165,112.0509869,127.4220887,133.5125791,133.7303198,129.5351614,113.7148959
13018116,X045,131.6794526,120.3829699,127.9931097,132.7073666,137.2171737,128.3588754,108.7844835
13018117,X045,136.668983,132.2354759,120.8934374,141.6730358,139.7568504,135.8212923,130.70181
13018118,X045,131.3677972,122.4526994,125.5304564,132.0962367,135.3699511,128.9766945,116.3637619
13018119,X045,135.0259936,110.400924,132.93099,139.8095169,137.0005062,136.3269201,117.3796352
13018120,X045,132.4512588,121.5389728,131.4020006,131.7762035,136.9763275,135.1556012,116.7654677
13018121,X045,132.7298067,127.6919042,131.0734496,135.4848175,136.1902682,130.3391548,113.9970878
13018122,X045,133.1074003,120.2734058,125.3554684,137.6779923,137.9617121,132.3153613,120.502234
13018123,X045,133.8621825,128.7050432,129.0667227,141.0788416,138.184505,136.4322575,127.6633496
13018124,X045,134.2979934,131.5441361,132.5384845,137.0072988,139.3077998,130.5292601,106.4737137
13018125,X045,131.1717557,125.3288886,120.2331731,131.7656319,133.7311595,134.1619381,81.28175069
13018126,X045,134.8589025,128.3073005,130.2816885,137.2215548,139.8624106,133.899904,112.7901538
13018128,X045,130.671044,130.5989353,129.05016,138.0696365,131.9102946,134.2352621,126.7976733
13018129,X045,132.4178961,130.4045503,129.6708234,134.6344397,135.7582306,130.7993533,115.2763379
13018130,X045,130.3434522,113.614507,127.6834483,134.6041806,127.320683,134.4591329,121.7819289
13018131,X045,153.3189003,130.9637514,127.9358648,155.2090208,159.2072251,155.6774367,139.8047605
13018132,X045,134.0554877,115.1930503,128.0585478,137.4199513,142.6567744,138.4184978,110.5917007
13018133,X045,135.3868486,130.6024256,130.4709781,136.0622672,141.1394455,141.4825237,124.1755339
13018134,X045,158.0502499,130.6021924,132.6025037,156.8504722,163.4904139,165.6266785,153.1183587
13018135,X045,130.5804958,118.095702,112.9641298,130.8885578,129.3739393,137.1889364,112.380858
13018136,X045,137.9350328,126.188572,127.3252305,141.3540337,140.3697969,145.1587335,128.9925468
13018137,X045,159.0286944,130.7561456,134.0198844,155.8110536,162.6348423,166.0193041,155.7383463
13018138,X045,129.3565094,130.1670527,122.4443652,134.8256329,130.6177243,136.5174192,126.3084463
13018139,X045,139.9238831,123.9337919,136.9333915,146.4633705,140.0363163,146.8808023,131.122179
13018140,X045,133.6974488,125.4572882,130.384984,132.2697529,138.7553551,133.5864486,120.3473448
13018141,X045,158.839404,131.1935385,137.1423098,158.4654928,164.7743058,165.9733665,151.1408994
13018142,X045,140.6288364,132.264565,137.3912631,147.3553885,141.6377267,144.7280115,134.7098042
13018143,X045,140.6503266,131.9779851,137.4600961,141.6491207,142.2990189,147.0087539,119.8790331
13018144,X045,146.8772102,117.4722628,141.6014304,153.8008647,152.9277614,135.0609661,133.8256882
13018145,X045,157.1048855,123.1572456,134.1974341,156.5190395,162.6790239,164.9593952,152.1452939
13018146,X045,147.7914659,120.0872996,142.0437151,151.7111764,150.8414235,151.7246555,133.4509831
13018147,X045,151.1371436,132.9139983,142.8271309,155.4337326,158.3966139,150.2625267,137.5410505
13018148,X045,155.4556302,131.9023737,134.1093801,155.0476726,160.871793,162.3358044,147.8727104
13018149,X045,159.5639045,127.1388718,147.8958816,160.4263178,164.4315452,163.2494602,145.1953487
13018150,X045,156.0073876,125.7123488,144.5997956,158.2776188,163.5034676,159.8796075,146.0486332
13018151,X045,157.2558015,131.4524351,142.4936664,157.9623668,163.61292,163.1166259,150.4503783
13018152,X045,153.7984059,135.7016501,138.0365391,153.9030851,158.9558876,159.4495453,145.0038836
13018153,X045,165.5449815,138.8725521,149.1709247,164.5156873,169.5777072,169.6579842,155.8851991
13018154,X045,160.1466459,126.2156883,146.124244,160.595775,166.9912889,166.3401329,153.7658381
13018155,X045,152.68368,123.5977937,131.5613696,154.1438444,160.0360259,157.2508715,140.7207558
13018156,X045,163.1248721,133.6006632,149.6740452,165.0349583,171.4525507,167.2272428,156.312926
13018157,X045,165.1803341,130.185849,150.8911101,166.2042626,169.5278913,167.5165835,151.9004049
13018158,X045,164.5530052,137.9026753,148.5067243,163.8110245,171.5702959,170.7850262,158.4620073
13018159,X045,154.7334651,134.8127898,135.0351093,155.1203358,161.5827384,156.9967393,131.2062363
13018160,X045,164.0300746,130.7735413,148.2146963,163.0999639,171.1655661,171.7658657,157.2654517
13018161,X045,164.1923474,139.660637,147.8524944,162.2268188,170.412705,171.5320685,159.1236582
13018162,X045,165.5163487,130.6642442,149.8855397,166.3207785,170.0095825,168.2468542,148.4979149
13018163,X045,158.6537906,127.2434066,146.9135578,160.0029935,166.2456085,164.5899704,148.686281
13018165,X045,164.9300781,138.6075672,150.0037386,164.6323528,169.983413,170.3772083,150.7045688
13018166,X045,136.9901032,138.1842692,138.0421403,140.6570629,145.0500423,145.5492936,130.2624159
13018167,X045,148.2314629,125.5379727,135.893486,151.8812269,155.5859427,148.1634972,132.4500706
13018169,X045,163.0530987,135.9768652,149.3989042,163.79623,167.803314,167.7964963,147.9377288
13018170,X045,145.8231739,129.9113962,129.4541921,150.4229884,153.4034433,147.5236736,131.3285847
13018171,X045,144.7522648,110.1274144,138.8156165,148.6590112,153.1719331,135.5409235,131.5390343
13018172,X045,161.5213661,131.8611125,150.3929983,163.1065771,167.5456895,167.7939582,146.9383549
13018173,X045,144.5507239,136.4469752,140.3646309,151.073694,153.6104739,137.0034158,134.6601876
13018174,X045,164.2257892,128.5495057,151.9787164,165.2396468,168.1624007,167.2909914,148.7900916
13018175,X045,150.9734453,135.1603162,134.7367785,152.910026,157.9817258,151.3921735,115.6446429
13018176,X045,155.80193,134.6468445,129.5595404,157.187612,164.8539394,159.148944,142.0591525
13018177,X045,167.3894424,131.046557,150.8862704,165.269365,170.9876915,171.8696623,156.6677344
13018178,X045,148.4851815,129.8252053,134.1224162,154.2910076,152.9279999,151.0924655,136.4282215
13018179,X045,158.1597355,128.3276036,127.8558994,157.2474194,165.685285,160.1200016,144.6564191
13018180,X045,163.7806249,132.9107508,149.6959073,162.9722443,168.1132955,167.9782678,150.6202219
13018181,X045,157.5124084,131.4074026,134.9127755,156.4794644,164.9298721,160.0707874,142.4455729
13018182,X045,149.2198142,130.8622272,138.9962689,154.6837704,154.5836445,153.1036592,139.65859
13018183,X045,154.759057,134.372602,133.9137214,154.8856023,162.3183726,158.6740564,140.7855551
13018184,X045,164.8088062,117.8897565,148.3495034,163.5390274,168.7952465,169.7822296,153.7021093
13018185,X045,149.7275123,127.724047,134.3886258,152.951545,157.3077173,152.4997107,124.5332357
13018186,X045,160.793669,118.3605736,148.6472402,161.7024678,165.8249924,163.1335539,146.6894845
13018187,X045,142.8754058,123.0574246,129.2715867,146.0540658,147.4792878,145.08326,123.8683153
13018188,X045,150.4604165,128.9679035,140.9757034,155.055534,155.3678724,154.7727443,142.33982
13018189,X045,151.6552757,129.9136187,142.3850148,154.3623583,156.3295171,153.7289999,127.9853593
13018190,X045,157.0285325,127.700207,135.7683773,161.5262488,164.3999756,156.1733804,139.8837642
13018191,X045,157.0585005,135.8619616,144.541848,158.4381546,162.1453474,159.8734047,142.5433598
13018192,X045,162.4272778,133.9182338,140.3395401,162.5705271,170.2906347,164.577506,152.3215057
13018193,X045,148.9706316,129.069656,139.9323998,148.8996991,150.7890439,151.8375474,137.6402115
13018194,X045,159.6093724,120.0952965,138.816987,162.7333247,168.2274067,160.2028137,145.9705315
13018195,X045,143.1949602,127.034855,138.5484863,148.5058609,146.8656655,140.2146669,125.4747452
13018196,X045,154.5124935,122.5575481,137.5025526,159.2064217,162.5366343,149.4615965,136.2051415
13018197,X045,131.9258136,124.2510443,127.4818443,135.7347687,133.3491354,136.7508212,116.4691949
13018198,X045,146.1856405,114.7711927,133.2130736,152.1117029,153.4577303,137.9643865,122.9024093
13018199,X045,154.0188843,132.7602927,139.0675578,156.4507727,157.9121584,157.898481,147.1135309
13018200,X045,146.5623785,129.1853457,136.3373751,153.0597182,153.1856392,142.8352614,132.0050745
13018201,X045,147.3498476,130.8899037,134.0604307,153.8465482,154.4792455,144.3761533,128.944724
13018202,X045,145.3444513,132.5326976,134.3005992,150.7981156,152.0050826,142.46663,129.7359088
13018203,X045,140.2379077,112.3445329,129.5702174,145.6312031,146.7467263,137.1827562,123.1447028
13018204,X045,135.3149,128.5635147,124.9894809,139.7564343,140.6888456,131.1296338,120.5134661
13018205,X045,151.7877344,123.7126062,137.0167414,154.5650737,156.4803353,155.632848,144.3704734
13018206,X045,131.8431586,127.5046999,128.1077629,136.7357042,135.1397151,133.3338152,120.6809286
13018207,X045,132.4667944,127.4545239,119.6064793,137.5111481,135.399898,133.6063556,121.8943464
13018208,X045,137.9440433,125.9472322,131.7364053,143.0927619,142.1730676,134.9054973,128.1575054
13018209,X045,142.1605471,123.3053333,133.1791496,147.2534925,147.3141367,138.9814786,130.4029917
13018210,X045,146.7312822,115.7807625,134.2682686,151.2532547,153.3348971,146.5325427,118.7706199
13018211,X045,151.8841305,123.9108161,137.0726561,155.6121793,158.7510561,149.7896116,132.2094071
13018212,X045,151.6761134,128.3192427,136.9281572,156.4282277,159.0183091,148.7090934,131.9126132
13018213,X045,148.5278685,128.8929447,135.7308645,152.189617,155.1258794,147.2982718,131.9209224
13018214,X045,130.2949972,132.4365843,130.3093499,133.2941086,133.8682359,127.9512896,118.1176647
13018215,X045,131.6371819,136.9509218,132.9862918,134.0661395,134.6975457,133.0449486,123.1612071
13018216,X045,131.6392603,131.1285979,130.7433446,134.9110532,135.9284841,130.763979,115.8601457
13018217,X045,131.6233551,130.3220708,131.2622037,135.4287194,135.3523403,132.4971391,119.333544
13018218,X045,147.551162,129.9176367,139.8871939,155.7526382,157.4016886,150.7749058,135.8900304
13018219,X045,132.017168,126.3970866,130.4514405,134.2721706,131.9103579,132.5545289,120.7561898
13018220,X045,133.0951474,127.6326729,131.9529333,134.9560306,134.4912561,132.1869588,119.5219988
13018221,X045,131.7150493,133.1661965,130.4423317,135.7568464,136.0727945,131.8738117,119.4469071
13018222,X045,130.0620575,133.744116,129.0908984,134.0081941,133.588108,124.1234721,118.3400662
13018223,X045,132.7770088,114.176004,132.7646807,136.2314569,134.4459985,130.6044236,118.2730387
