"","evNum","band_diff_17to23_dB","band_diff_23to42_dB","n_dets"
"1","905",0.608082653979977,6.68808864432037,373
"2","930",-0.283299700359123,12.3310883383965,472
"3","942",-0.480034699934208,17.5464148808989,262
"4","949",-0.597967099260529,6.54744203347781,150
"5","955",-1.14573196105738,0.845717074265792,811
"6","961",-0.778763926432759,6.03002791764649,198
