"","evNum","band_diff_17to23_dB","band_diff_23to42_dB","n_dets"
"1","252",0.419047894590676,-1.88729155210922,3
"2","253",2.53218546398182,-2.09109341084297,51
"3","261",-0.70617361294444,8.86316661856702,649
"4","293",-0.332740595972837,5.31283103592617,457
"5","303",-0.404148776328981,-2.49207227169853,5
